OriginalAddress,AddressNumber,StreetName,StreetNamePostType,IntersectionSeparator,SecondStreetName,StreetNamePostDirectional,Recipient,StreetNamePreType,Unable to parse,OccupancyIdentifier,AddressNumberSuffix,StreetNamePreDirectional
CHATSWORTH ST N & UNIVERSITY,,CHATSWORTH,ST,&,UNIVERSITY,N,,,,,,
4X SHERBURNE AV ,4X,SHERBURNE,AV,,,,,,,,,
74X WESTERN AV N,74X,WESTERN,AV,,,N,,,,,,
20X ARCH ST E,20X,ARCH,ST,,,E,,,,,,
95X EDMUND AV ,95X,EDMUND,AV,,,,,,,,,
63X MINNEHAHA AV W,63X,MINNEHAHA,AV,,,W,,,,,,
73X VANBUREN AV ,73X,VANBUREN,AV,,,,,,,,,
FARRINGTON ST  & SHERBURNE,,FARRINGTON,ST,&,SHERBURNE,,,,,,,
64X UNIVERSITY AV W,64X,UNIVERSITY,AV,,,W,,,,,,
60X PARK ST ,60X,PARK,ST,,,,,,,,,
42X THOMAS AV ,42X,THOMAS,AV,,,,,,,,,
69X BLAIR AV ,69X,BLAIR,AV,,,,,,,,,
89X EDMUND AV ,89X,EDMUND,AV,,,,,,,,,
RICE ST  & SHERBURNE,,RICE,ST,&,SHERBURNE,,,,,,,
FARRINGTON ST  & THOMAS,,FARRINGTON,ST,&,THOMAS,,,,,,,
91X THOMAS AV ,91X,THOMAS,AV,,,,,,,,,
27X CHARLES AV ,27X,CHARLES,AV,,,,,,,,,
58X KENT ST ,58X,KENT,ST,,,,,,,,,
17X CHARLES AV ,17X,CHARLES,AV,,,,,,,,,
55X SHERBURNE AV ,55X,SHERBURNE,AV,,,,,,,,,
76X VICTORIA ST N,76X,VICTORIA,ST,,,N,,,,,,
21X COMO AV ,21X,COMO,AV,,,,,,,,,
53X EDMUND AV ,53X,EDMUND,AV,,,,,,,,,
55X CAPITOL BD ,55X,CAPITOL,BD,,,,,,,,,
98X MINNEHAHA AV W,98X,MINNEHAHA,AV,,,W,,,,,,
4X MTAIRY ST ,4X,MTAIRY,ST,,,,,,,,,
20X UNIVERSITY AV W,20X,UNIVERSITY,AV,,,W,,,,,,
47X SHERBURNE AV ,47X,SHERBURNE,AV,,,,,,,,,
65X SHERBURNE AV ,65X,SHERBURNE,AV,,,,,,,,,
CHARLES AV  & MACKUBIN,,CHARLES,AV,&,MACKUBIN,,,,,,,
33X EDMUND AV ,33X,EDMUND,AV,,,,,,,,,
79X MINNEHAHA AV W,79X,MINNEHAHA,AV,,,W,,,,,,
SHERBURNE AV  & WESTERN,,SHERBURNE,AV,&,WESTERN,,,,,,,
88X LAFOND AV ,88X,LAFOND,AV,,,,,,,,,
MINNEHAHA AV W & WESTERN,,,,,,,MINNEHAHA AV W & WESTERN,,,,,
52X RICE ST ,52X,RICE,ST,,,,,,,,,
UNIVERSITY AV W & WESTERN,,,,,,,,,UNIVERSITY AV W & WESTERN,,,
10X WINTER ST ,10X,WINTER,ST,,,,,,,,,
47X UNIVERSITY AV W,47X,UNIVERSITY,AV,,,W,,,,,,
KENT ST  & SHERBURNE,,KENT,ST,&,SHERBURNE,,,,,,,
50X SHERBURNE AV ,50X,SHERBURNE,AV,,,,,,,,,
47X VANBUREN AV ,47X,VANBUREN,AV,,,,,,,,,
ARUNDEL ST  & MINNEHAHA,,ARUNDEL,ST,&,MINNEHAHA,,,,,,,
74X LEXINGTON PA N,74X,LEXINGTON,PA,,,N,,,,,,
39X MINNEHAHA AV W,39X,MINNEHAHA,AV,,,W,,,,,,
105X LAFOND AV ,105X,LAFOND,AV,,,,,,,,,
22X UNIVERSITY AV W,22X,UNIVERSITY,AV,,,W,,,,,,
103X UNIVERSITY AV W,103X,UNIVERSITY,AV,,,W,,,,,,
42X SHERBURNE AV ,42X,SHERBURNE,AV,,,,,,,,,
UNIVERSITY AV W & WESTERN,,,,,,,,,UNIVERSITY AV W & WESTERN,,,
77X BLAIR AV ,77X,BLAIR,AV,,,,,,,,,
52X GALTIER ST ,52X,GALTIER,ST,,,,,,,,,
80X THOMAS AV ,80X,THOMAS,AV,,,,,,,,,
MARION ST  & UNIVERSITY,,MARION,ST,&,UNIVERSITY,,,,,,,
41X EDMUND AV ,41X,EDMUND,AV,,,,,,,,,
76X VICTORIA ST N,76X,VICTORIA,ST,,,N,,,,,,
DALE ST N & THOMAS,,DALE,ST,&,THOMAS,N,,,,,,
ARUNDEL ST  & UNIVERSITY,,ARUNDEL,ST,&,UNIVERSITY,,,,,,,
107X EDMUND AV ,107X,EDMUND,AV,,,,,,,,,
30X BLAIR AV ,30X,BLAIR,AV,,,,,,,,,
87X MINNEHAHA AV W,87X,MINNEHAHA,AV,,,W,,,,,,
72X EDMUND AV ,72X,EDMUND,AV,,,,,,,,,
17X CHARLES AV ,17X,CHARLES,AV,,,,,,,,,
73X THOMAS AV ,73X,THOMAS,AV,,,,,,,,,
58X SHERBURNE AV ,58X,SHERBURNE,AV,,,,,,,,,
62X WALES ST ,62X,WALES,ST,,,,,,,,,
50X UNIVERSITY AV W,50X,UNIVERSITY,AV,,,W,,,,,,
46X THOMAS AV ,46X,THOMAS,AV,,,,,,,,,
73X THOMAS AV ,73X,THOMAS,AV,,,,,,,,,
43X UNIVERSITY AV W,43X,UNIVERSITY,AV,,,W,,,,,,
21X COMO AV ,21X,COMO,AV,,,,,,,,,
43X LAFOND AV ,43X,LAFOND,AV,,,,,,,,,
39X EDMUND AV ,39X,EDMUND,AV,,,,,,,,,
54X DALE ST N,54X,DALE,ST,,,N,,,,,,
19X EDMUND AV ,19X,EDMUND,AV,,,,,,,,,
45X BLAIR AV ,45X,BLAIR,AV,,,,,,,,,
65X VANBUREN AV ,65X,VANBUREN,AV,,,,,,,,,
OXFORD ST N & UNIVERSITY,,OXFORD,ST,&,UNIVERSITY,N,,,,,,
61X UNIVERSITY AV W,61X,UNIVERSITY,AV,,,W,,,,,,
84X PIERCEBUTLER RD ,84X,PIERCEBUTLER,RD,,,,,,,,,
76X ENGLEWOOD AV ,76X,ENGLEWOOD,AV,,,,,,,,,
83X ENGLEWOOD AV ,83X,ENGLEWOOD,AV,,,,,,,,,
75X MILTON ST N,75X,MILTON,ST,,,N,,,,,,
24X EDMUND AV ,24X,EDMUND,AV,,,,,,,,,
53X SHERBURNE AV ,53X,SHERBURNE,AV,,,,,,,,,
17X CHARLES AV ,17X,CHARLES,AV,,,,,,,,,
60X LORIENT ST ,60X,LORIENT,ST,,,,,,,,,
74X ENGLEWOOD AV ,74X,ENGLEWOOD,AV,,,,,,,,,
35X UNIVERSITY AV W,35X,UNIVERSITY,AV,,,W,,,,,,
73X LAFOND AV ,73X,LAFOND,AV,,,,,,,,,
DALE ST N & UNIVERSITY,,DALE,ST,&,UNIVERSITY,N,,,,,,
95X EDMUND AV ,95X,EDMUND,AV,,,,,,,,,
44X UNIVERSITY AV W,44X,UNIVERSITY,AV,,,W,,,,,,
21X GROTTO ST N,21X,GROTTO,ST,,,N,,,,,,
EDMUND AV  & GROTTO,,EDMUND,AV,&,GROTTO,,,,,,,
65X VANBUREN AV ,65X,VANBUREN,AV,,,,,,,,,
56X FARRINGTON ST ,56X,FARRINGTON,ST,,,,,,,,,
75X UNIVERSITY AV W,75X,UNIVERSITY,AV,,,W,,,,,,
CHATSWORTH ST N & UNIVERSITY,,CHATSWORTH,ST,&,UNIVERSITY,N,,,,,,
MARION ST  & UNIVERSITY,,MARION,ST,&,UNIVERSITY,,,,,,,
20X ARCH ST E,20X,ARCH,ST,,,E,,,,,,
MACKUBIN ST  & VANBUREN,,MACKUBIN,ST,&,VANBUREN,,,,,,,
68X JACKSON ST ,68X,JACKSON,ST,,,,,,,,,
79X SHERBURNE AV ,79X,SHERBURNE,AV,,,,,,,,,
68X EDMUND AV ,68X,EDMUND,AV,,,,,,,,,
RICE ST  & SHERBURNE,,RICE,ST,&,SHERBURNE,,,,,,,
105X ENGLEWOOD AV ,105X,ENGLEWOOD,AV,,,,,,,,,
UNIVERSITY AV W & VICTORIA,,,,,,,,,UNIVERSITY AV W & VICTORIA,,,
70X EDMUND AV ,70X,EDMUND,AV,,,,,,,,,
ARUNDEL ST  & UNIVERSITY,,ARUNDEL,ST,&,UNIVERSITY,,,,,,,
77X SHERBURNE AV ,77X,SHERBURNE,AV,,,,,,,,,
51X VANBUREN AV ,51X,VANBUREN,AV,,,,,,,,,
75X MILTON ST N,75X,MILTON,ST,,,N,,,,,,
105X LAFOND AV ,105X,LAFOND,AV,,,,,,,,,
UNIVERSITY AV  & CHATSWORTH,,UNIVERSITY,AV,&,CHATSWORTH,,,,,,,
CHATSWORTH ST N & UNIVERSITY,,CHATSWORTH,ST,&,UNIVERSITY,N,,,,,,
43X THOMAS AV ,43X,THOMAS,AV,,,,,,,,,
106X HUBBARD AV ,106X,HUBBARD,AV,,,,,,,,,
DALE ST N & UNIVERSITY,,DALE,ST,&,UNIVERSITY,N,,,,,,
44X UNIVERSITY AV W,44X,UNIVERSITY,AV,,,W,,,,,,
52X RICE ST ,52X,RICE,ST,,,,,,,,,
45X UNIVERSITY AV W,45X,UNIVERSITY,AV,,,W,,,,,,
54X VANBUREN AV ,54X,VANBUREN,AV,,,,,,,,,
69X CHARLES AV ,69X,CHARLES,AV,,,,,,,,,
33X CHARLES AV ,33X,CHARLES,AV,,,,,,,,,
65X GALTIER ST ,65X,GALTIER,ST,,,,,,,,,
60X DALE ST N,60X,DALE,ST,,,N,,,,,,
71X MINNEHAHA AV W,71X,MINNEHAHA,AV,,,W,,,,,,
60X DALE ST N,60X,DALE,ST,,,N,,,,,,
5XX FARRINGTON ST ,5XX,FARRINGTON,ST,,,,,,,,,
45X BLAIR AV ,45X,BLAIR,AV,,,,,,,,,
GROTTO ST N & SHERBURNE,,GROTTO,ST,&,SHERBURNE,N,,,,,,
60X WESTERN AV N,60X,WESTERN,AV,,,N,,,,,,
51X SHERBURNE AV ,51X,SHERBURNE,AV,,,,,,,,,
91X CHARLES AV ,91X,CHARLES,AV,,,,,,,,,
62X RICE ST ,62X,RICE,ST,,,,,,,,,
64X UNIVERSITY AV W,64X,UNIVERSITY,AV,,,W,,,,,,
40X LAFOND AV ,40X,LAFOND,AV,,,,,,,,,
27X UNIVERSITY AV W,27X,UNIVERSITY,AV,,,W,,,,,,
19X MTAIRY ST ,19X,MTAIRY,ST,,,,,,,,,
CHARLES AV  & VICTORIA,,CHARLES,AV,&,VICTORIA,,,,,,,
105X LAFOND AV ,105X,LAFOND,AV,,,,,,,,,
65X CHATSWORTH ST N,65X,CHATSWORTH,ST,,,N,,,,,,
6X MTAIRY ST ,6X,MTAIRY,ST,,,,,,,,,
47X MINNEHAHA AV W,47X,MINNEHAHA,AV,,,W,,,,,,
98X UNIVERSITY AV W,98X,UNIVERSITY,AV,,,W,,,,,,
71X EDMUND AV ,71X,EDMUND,AV,,,,,,,,,
10X UNIVERSITY AV W,10X,UNIVERSITY,AV,,,W,,,,,,
83X UNIVERSITY AV W,83X,UNIVERSITY,AV,,,W,,,,,,
44X UNIVERSITY AV W,44X,UNIVERSITY,AV,,,W,,,,,,
49X CHARLES AV ,49X,CHARLES,AV,,,,,,,,,
73X CHARLES AV ,73X,CHARLES,AV,,,,,,,,,
81X LAFOND AV ,81X,LAFOND,AV,,,,,,,,,
94X LAFOND AV ,94X,LAFOND,AV,,,,,,,,,
31X UNIVERSITY AV W,31X,UNIVERSITY,AV,,,W,,,,,,
94X EDMUND AV ,94X,EDMUND,AV,,,,,,,,,
FARRINGTON ST  & SHERBURNE,,FARRINGTON,ST,&,SHERBURNE,,,,,,,
36X CHARLES AV ,36X,CHARLES,AV,,,,,,,,,
53X BLAIR AV ,53X,BLAIR,AV,,,,,,,,,
88X UNIVERSITY AV W,88X,UNIVERSITY,AV,,,W,,,,,,
68X STALBANS ST N,68X,STALBANS,ST,,,N,,,,,,
74X LAFOND AV ,74X,LAFOND,AV,,,,,,,,,
75X MILTON ST N,75X,MILTON,ST,,,N,,,,,,
39X SHERBURNE AV ,39X,SHERBURNE,AV,,,,,,,,,
64X THOMAS AV ,64X,THOMAS,AV,,,,,,,,,
DALE ST N & UNIVERSITY,,DALE,ST,&,UNIVERSITY,N,,,,,,
91X EDMUND AV ,91X,EDMUND,AV,,,,,,,,,
MILTON ST N & UNIVERSITY,,MILTON,ST,&,UNIVERSITY,N,,,,,,
76X EDMUND AV ,76X,EDMUND,AV,,,,,,,,,
105X EDMUND AV ,105X,EDMUND,AV,,,,,,,,,
68X THOMAS AV ,68X,THOMAS,AV,,,,,,,,,
106X BLAIR AV ,106X,BLAIR,AV,,,,,,,,,
108X ENGLEWOOD AV ,108X,ENGLEWOOD,AV,,,,,,,,,
64X THOMAS AV ,64X,THOMAS,AV,,,,,,,,,
88X UNIVERSITY AV W,88X,UNIVERSITY,AV,,,W,,,,,,
80X MINNEHAHA AV W,80X,MINNEHAHA,AV,,,W,,,,,,
MINNEHAHA AV W & WESTERN,,,,,,,MINNEHAHA AV W & WESTERN,,,,,
57X VANBUREN AV ,57X,VANBUREN,AV,,,,,,,,,
DALE ST N & THOMAS,,DALE,ST,&,THOMAS,N,,,,,,
42X MINNEHAHA AV W,42X,MINNEHAHA,AV,,,W,,,,,,
AVON ST N & UNIVERSITY,,AVON,ST,&,UNIVERSITY,N,,,,,,
72X EDMUND AV ,72X,EDMUND,AV,,,,,,,,,
62X RICE ST ,62X,RICE,ST,,,,,,,,,
93X LAFOND AV ,93X,LAFOND,AV,,,,,,,,,
88X UNIVERSITY AV W,88X,UNIVERSITY,AV,,,W,,,,,,
32X BLAIR AV ,32X,BLAIR,AV,,,,,,,,,
UNIVERSITY AV W & VICTORIA,,,,,,,,,UNIVERSITY AV W & VICTORIA,,,
DALE ST N & UNIVERSITY,,DALE,ST,&,UNIVERSITY,N,,,,,,
LEXINGTON PA N & SHERBURNE,,LEXINGTON,PA,&,SHERBURNE,N,,,,,,
UNIVERSITY AV W & VICTORIA,,,,,,,,,UNIVERSITY AV W & VICTORIA,,,
94X MINNEHAHA AV W,94X,MINNEHAHA,AV,,,W,,,,,,
95X EDMUND AV ,95X,EDMUND,AV,,,,,,,,,
GROTTO ST N & THOMAS,,GROTTO,ST,&,THOMAS,N,,,,,,
88X SHERBURNE AV ,88X,SHERBURNE,AV,,,,,,,,,
94X LAFOND AV ,94X,LAFOND,AV,,,,,,,,,
104X CHARLES AV ,104X,CHARLES,AV,,,,,,,,,
52X MACKUBIN ST ,52X,MACKUBIN,ST,,,,,,,,,
69X BLAIR AV ,69X,BLAIR,AV,,,,,,,,,
49X BLAIR AV ,49X,BLAIR,AV,,,,,,,,,
39X UNIVERSITY AV W,39X,UNIVERSITY,AV,,,W,,,,,,
98X VANBUREN AV ,98X,VANBUREN,AV,,,,,,,,,
GROTTO ST N & HAGUE,,GROTTO,ST,&,HAGUE,N,,,,,,
38X VICTORIA ST N,38X,VICTORIA,ST,,,N,,,,,,
92X UNIVERSITY AV W,92X,UNIVERSITY,AV,,,W,,,,,,
31X AURORA AV ,31X,AURORA,AV,,,,,,,,,
44X UNIVERSITY AV W,44X,UNIVERSITY,AV,,,W,,,,,,
30X DAYTON AV ,30X,DAYTON,AV,,,,,,,,,
38X VICTORIA ST N,38X,VICTORIA,ST,,,N,,,,,,
82X LAUREL AV ,82X,LAUREL,AV,,,,,,,,,
44X ASHLAND AV ,44X,ASHLAND,AV,,,,,,,,,
38X FARRINGTON ST ,38X,FARRINGTON,ST,,,,,,,,,
39X UNIVERSITY AV W,39X,UNIVERSITY,AV,,,W,,,,,,
96X IGLEHART AV ,96X,IGLEHART,AV,,,,,,,,,
46X AURORA AV ,46X,AURORA,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
SELBY AV  & WESTERN,,SELBY,AV,&,WESTERN,,,,,,,
82X CARROLL AV ,82X,CARROLL,AV,,,,,,,,,
68X STANTHONY AV ,68X,STANTHONY,AV,,,,,,,,,
70X SELBY AV ,70X,SELBY,AV,,,,,,,,,
62X AURORA AV ,62X,AURORA,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
24X AURORA AV ,24X,AURORA,AV,,,,,,,,,
7XX SELBY AV ,7XX,SELBY,AV,,,,,,,,,
20X SELBY AV ,20X,SELBY,AV,,,,,,,,,
30X FULLER AV ,30X,FULLER,AV,,,,,,,,,
AURORA AV  & VIRGINIA,,AURORA,AV,&,VIRGINIA,,,,,,,
36X FARRINGTON ST ,36X,FARRINGTON,ST,,,,,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
30X AURORA AV ,30X,AURORA,AV,,,,,,,,,
56X CONCORDIA AV ,56X,CONCORDIA,AV,,,,,,,,,
MARSHALL AV  & WESTERN,,,,,,,MARSHALL AV & WESTERN,,,,,
85X DAYTON AV ,85X,DAYTON,AV,,,,,,,,,
DAYTON AV  & WESTERN,,DAYTON,AV,&,WESTERN,,,,,,,
48X ASHLAND AV ,48X,ASHLAND,AV,,,,,,,,,
86X UNIVERSITY AV W,86X,UNIVERSITY,AV,,,W,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
78X CENTRAL AV W,78X,CENTRAL,AV,,,W,,,,,,
MARION ST  & RAVOUX,,MARION,ST,&,RAVOUX,,,,,,,
35X UNIVERSITY AV W,35X,UNIVERSITY,AV,,,W,,,,,,
62X SELBY AV ,62X,SELBY,AV,,,,,,,,,
30X DAYTON AV ,30X,DAYTON,AV,,,,,,,,,
50X SELBY AV ,50X,SELBY,AV,,,,,,,,,
MACKUBIN ST  & SELBY,,MACKUBIN,ST,&,SELBY,,,,,,,
74X FULLER AV ,74X,FULLER,AV,,,,,,,,,
64X PORTLAND AV ,64X,PORTLAND,AV,,,,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
32X LAUREL AV ,32X,LAUREL,AV,,,,,,,,,
AVON ST N & CONCORDIA,,AVON,ST,&,CONCORDIA,N,,,,,,
CONCORDIA AV  & VICTORIA,,CONCORDIA,AV,&,VICTORIA,,,,,,,
39X LEXINGTON PA N,39X,LEXINGTON,PA,,,N,,,,,,
88X LAUREL AV ,88X,LAUREL,AV,,,,,,,,,
38X DAYTON AV ,38X,DAYTON,AV,,,,,,,,,
KENT ST  & SELBY,,KENT,ST,&,SELBY,,,,,,,
AVON ST N & SELBY,,AVON,ST,&,SELBY,N,,,,,,
73X MARSHALL AV ,73X,MARSHALL,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
99X CARROLL AV ,99X,CARROLL,AV,,,,,,,,,
49X SELBY AV ,49X,SELBY,AV,,,,,,,,,
77X CENTRAL AV W,77X,CENTRAL,AV,,,W,,,,,,
33X FULLER AV ,33X,FULLER,AV,,,,,,,,,
102X IGLEHART AV ,102X,IGLEHART,AV,,,,,,,,,
67X FULLER AV ,67X,FULLER,AV,,,,,,,,,
41X VIRGINIA ST ,41X,VIRGINIA,ST,,,,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
91X SELBY AV ,91X,SELBY,AV,,,,,,,,,
26X DAYTON AV ,26X,DAYTON,AV,,,,,,,,,
104X FULLER AV ,104X,FULLER,AV,,,,,,,,,
46X IGLEHART AV ,46X,IGLEHART,AV,,,,,,,,,
33X SELBY AV ,33X,SELBY,AV,,,,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
47X MARION ST ,47X,MARION,ST,,,,,,,,,
CENTRAL AV W & CHATSWORTH,,CENTRAL,AV,&,CHATSWORTH,W,,,,,,
DALE ST N & PORTLAND,,DALE,ST,&,PORTLAND,N,,,,,,
28X RAVOUX ST ,28X,RAVOUX,ST,,,,,,,,,
24X OXFORD ST N,24X,OXFORD,ST,,,N,,,,,,
55X CENTRAL AV W,55X,CENTRAL,AV,,,W,,,,,,
96X IGLEHART AV ,96X,IGLEHART,AV,,,,,,,,,
MARSHALL AV  & WESTERN,,,,,,,MARSHALL AV & WESTERN,,,,,
DALE ST N & IGLEHART,,DALE,ST,&,IGLEHART,N,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
SELBY AV  & VICTORIA,,SELBY,AV,&,VICTORIA,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
57X UNIVERSITY AV W,57X,UNIVERSITY,AV,,,W,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
73X SELBY AV ,73X,SELBY,AV,,,,,,,,,
106X LAUREL AV ,106X,LAUREL,AV,,,,,,,,,
42X MARSHALL AV ,42X,MARSHALL,AV,,,,,,,,,
ASHLAND AV  & DALE,,ASHLAND,AV,&,DALE,,,,,,,
30X DAYTON AV ,30X,DAYTON,AV,,,,,,,,,
84X FULLER AV ,84X,FULLER,AV,,,,,,,,,
31X UNIVERSITY AV W,31X,UNIVERSITY,AV,,,W,,,,,,
44X ASHLAND AV ,44X,ASHLAND,AV,,,,,,,,,
ASHLAND AV  & CHATSWORTH,,ASHLAND,AV,&,CHATSWORTH,,,,,,,
104X CENTRAL AV W,104X,CENTRAL,AV,,,W,,,,,,
76X MARSHALL AV ,76X,MARSHALL,AV,,,,,,,,,
92X AURORA AV ,92X,AURORA,AV,,,,,,,,,
PORTLAND AV  & STALBANS,,PORTLAND,AV,&,STALBANS,,,,,,,
75X SELBY AV ,75X,SELBY,AV,,,,,,,,,
43X WESTERN AV N,43X,WESTERN,AV,,,N,,,,,,
65X UNIVERSITY AV W,65X,UNIVERSITY,AV,,,W,,,,,,
23X DAYTON AV ,23X,DAYTON,AV,,,,,,,,,
11X LEXINGTON PA N,11X,LEXINGTON,PA,,,N,,,,,,
39X HOLLY AV ,39X,HOLLY,AV,,,,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
98X MARSHALL AV ,98X,MARSHALL,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
49X SELBY AV ,49X,SELBY,AV,,,,,,,,,
GROTTO ST N & STANTHONY,,GROTTO,ST,&,STANTHONY,N,,,,,,
83X UNIVERSITY AV W,83X,UNIVERSITY,AV,,,W,,,,,,
75X FULLER AV ,75X,FULLER,AV,,,,,,,,,
11X MACKUBIN ST ,11X,MACKUBIN,ST,,,,,,,,,
MARSHALL AV  & WESTERN,,,,,,,MARSHALL AV & WESTERN,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
AURORA AV  & CHATSWORTH,,AURORA,AV,&,CHATSWORTH,,,,,,,
57X MARSHALL AV ,57X,MARSHALL,AV,,,,,,,,,
47X MARION ST ,47X,MARION,ST,,,,,,,,,
FARRINGTON ST  & LAUREL,,FARRINGTON,ST,&,LAUREL,,,,,,,
CENTRAL AV W & VICTORIA,,,,,,,,,CENTRAL AV W & VICTORIA,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
ARUNDEL ST  & CONCORDIA,,ARUNDEL,ST,&,CONCORDIA,,,,,,,
97X UNIVERSITY AV W,97X,UNIVERSITY,AV,,,W,,,,,,
24X FULLER AV ,24X,FULLER,AV,,,,,,,,,
97X FULLER AV ,97X,FULLER,AV,,,,,,,,,
7X MILTON ST N,7X,MILTON,ST,,,N,,,,,,
29X AURORA AV ,29X,AURORA,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
33X MILTON ST N,33X,MILTON,ST,,,N,,,,,,
DAYTON AV  & WESTERN,,DAYTON,AV,&,WESTERN,,,,,,,
38X VICTORIA ST N,38X,VICTORIA,ST,,,N,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
6XX UNIVERSITY AV W,6XX,UNIVERSITY,AV,,,W,,,,,,
102X FULLER AV ,102X,FULLER,AV,,,,,,,,,
42X HOLLY AV ,42X,HOLLY,AV,,,,,,,,,
CARROLL AV  & VICTORIA,,CARROLL,AV,&,VICTORIA,,,,,,,
60X CENTRAL AV W,60X,CENTRAL,AV,,,W,,,,,,
63X IGLEHART AV ,63X,IGLEHART,AV,,,,,,,,,
45X LAUREL AV ,45X,LAUREL,AV,,,,,,,,,
39X HOLLY AV ,39X,HOLLY,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
78X AURORA AV ,78X,AURORA,AV,,,,,,,,,
45X SELBY AV ,45X,SELBY,AV,,,,,,,,,
40X UNIVERSITY AV W,40X,UNIVERSITY,AV,,,W,,,,,,
66X DAYTON AV ,66X,DAYTON,AV,,,,,,,,,
SELBY AV  & VIRGINIA,,SELBY,AV,&,VIRGINIA,,,,,,,
65X HAGUE AV ,65X,HAGUE,AV,,,,,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
MARSHALL AV  & WESTERN,,,,,,,MARSHALL AV & WESTERN,,,,,
90X AURORA AV ,90X,AURORA,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
30X MARSHALL AV ,30X,MARSHALL,AV,,,,,,,,,
57X UNIVERSITY AV W,57X,UNIVERSITY,AV,,,W,,,,,,
55X UNIVERSITY AV W,55X,UNIVERSITY,AV,,,W,,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
33X MILTON ST N,33X,MILTON,ST,,,N,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
DALE ST N & LAUREL,,DALE,ST,&,LAUREL,N,,,,,,
78X SELBY AV ,78X,SELBY,AV,,,,,,,,,
73X SUMMIT AV ,73X,SUMMIT,AV,,,,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
90X ASHLAND AV ,90X,ASHLAND,AV,,,,,,,,,
KENT ST  & LAUREL,,KENT,ST,&,LAUREL,,,,,,,
49X SELBY AV ,49X,SELBY,AV,,,,,,,,,
37X DAYTON AV ,37X,DAYTON,AV,,,,,,,,,
49X SELBY AV ,49X,SELBY,AV,,,,,,,,,
69X MARSHALL AV ,69X,MARSHALL,AV,,,,,,,,,
29X AURORA AV ,29X,AURORA,AV,,,,,,,,,
50X ASHLAND AV ,50X,ASHLAND,AV,,,,,,,,,
62X AURORA AV ,62X,AURORA,AV,,,,,,,,,
68X IGLEHART AV ,68X,IGLEHART,AV,,,,,,,,,
93X CONCORDIA AV ,93X,CONCORDIA,AV,,,,,,,,,
73X SUMMIT AV ,73X,SUMMIT,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
76X CONCORDIA AV ,76X,CONCORDIA,AV,,,,,,,,,
ARUNDEL ST  & HOLLY,,ARUNDEL,ST,&,HOLLY,,,,,,,
56X CONCORDIA AV ,56X,CONCORDIA,AV,,,,,,,,,
92X AURORA AV ,92X,AURORA,AV,,,,,,,,,
110X UNIVERSITY AV W,110X,UNIVERSITY,AV,,,W,,,,,,
45X DAYTON AV ,45X,DAYTON,AV,,,,,,,,,
102X CONCORDIA AV ,102X,CONCORDIA,AV,,,,,,,,,
102X CARROLL AV ,102X,CARROLL,AV,,,,,,,,,
MACKUBIN ST  & SELBY,,MACKUBIN,ST,&,SELBY,,,,,,,
56X CONCORDIA AV ,56X,CONCORDIA,AV,,,,,,,,,
45X DAYTON AV ,45X,DAYTON,AV,,,,,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
66X IGLEHART AV ,66X,IGLEHART,AV,,,,,,,,,
23X MARSHALL AV ,23X,MARSHALL,AV,,,,,,,,,
42X MARSHALL AV ,42X,MARSHALL,AV,,,,,,,,,
28X RAVOUX ST ,28X,RAVOUX,ST,,,,,,,,,
