PursuitID	Age	Gender	AgeNotes	SubjectType	InjuryType
5873	30	M - Male		Violator	No Injury
5894	30	M - Male		Violator	No Injury
5901	30	M - Male		Violator	Unknown
5938	30	M - Male		Violator	No Injury
5960	30	M - Male		Violator	No Injury
5994	30	M - Male		Violator Passengers	No Injury
6005	30	M - Male		Violator	Unknown
6132	30	M - Male		Violator	Non-incapacitating Injury
6138	30	M - Male		Violator	Possible Injury
6177	30	M - Male		Violator	No Injury
6181	30	M - Male		Violator	No Injury
6211	30	M - Male		Violator	No Injury
6250	30	M - Male		Violator	Unknown
6306	30	M - Male		Violator Passengers	Unknown
6317	30	M - Male		Violator	No Injury
6343	30	M - Male		Violator Passengers	Possible Injury
6346	30	M - Male		Violator	No Injury
6372	30	M - Male		Violator	Possible Injury
6375	30	M - Male		Violator	No Injury
6386	30	F - Female		Violator Passengers	No Injury
6386	30	F - Female		Violator Passengers	No Injury
6429	30	F - Female		Violator	Unknown
6454	30	M - Male		Violator Passengers	No Injury
6516	30	M - Male		Violator Passengers	Incapacitating Injury
6519	30	F - Female		Violator Passengers	No Injury
6520	30	M - Male		Violator	No Injury
6550	30	F - Female		Violator Passengers	No Injury
6587	30	M - Male		Violator	No Injury
6588	30	M - Male		Violator	No Injury
6605	30	M - Male		Violator	No Injury
6608	30	M - Male		Violator	No Injury
6616	30	M - Male		Violator	No Injury
6632	30	F - Female		Violator	No Injury
6637	30	M - Male		Violator	Possible Injury
6641	30	M - Male		Violator	Possible Injury
6729	30	M - Male		Violator	No Injury
6745	30	M - Male		Violator	Non-incapacitating Injury
6746	30	M - Male		Violator	No Injury
6780	30	M - Male		Violator	No Injury
6815	30	M - Male		Violator	No Injury
6916	30	M - Male		Violator	Unknown
6927	30	M - Male		Violator Passengers	No Injury
6979	30	M - Male		Violator	Unknown
6979	30	M - Male		Violator Passengers	Unknown
6996	30	M - Male		Violator	No Injury
7021	30	F - Female		Violator	No Injury
7131	30	M - Male		Violator	Unknown
7140	30	M - Male		Violator Passengers	No Injury
7177	30	M - Male		Violator	Unknown
55	31	Male		Violator Passengers	No Injury
273	31	Male		Violator	Possible Injury
314	31	Female		Violator	No Injury
341	31	Male		Violator	No Injury
390	31	Male		Violator	No Injury
471	31	Male		Violator	No Injury
521	31	Female		Violator	No Injury
529	31	Male		Violator	No Injury
546	31	Male		Violator Passengers	No Injury
560	31	Female		Violator Passengers	No Injury
562	31	Male		Violator	No Injury
612	31	Male		Violator	No Injury
655	31	Male		Violator	No Injury
680	31	Male		Violator	No Injury
721	31	Male		Violator	No Injury
911	31	FEMALE		Violator	No Injury
916	31	MALE		Violator	Unknown
926	31	MALE		Violator	Possible Injury
1033	31	MALE		Violator	No Injury
1160	31	MALE		Violator	No Injury
1181	31	MALE		Violator	No Injury
1190	31	MALE		Violator	No Injury
1200	31	MALE		Violator	No Injury
1252	31	MALE		Violator	Non-incapacitating Injury
1270	31	MALE		Violator	No Injury
1273	31	MALE		Violator	Possible Injury
1281	31	FEMALE		Violator	No Injury
1337	31	MALE		Violator	No Injury
1344	31	MALE		Violator Passengers	No Injury
1361	31	MALE		Violator	No Injury
391	31	MALE		Violator	No Injury
696	31	MALE		Violator	No Injury
1442	31	MALE		Violator	No Injury
1498	31	MALE		Violator	Non-incapacitating Injury
1508	31	MALE		Violator	No Injury
1589	31	MALE		Violator	No Injury
1682	31	FEMALE		Violator	No Injury
1686	31	MALE		Violator	No Injury
1697	31	FEMALE		Violator Passengers	No Injury
1730	31	MALE		Violator	No Injury
1736	31	MALE		Violator	No Injury
1737	31	MALE		Violator	No Injury
1747	31	MALE		Violator	Non-incapacitating Injury
1749	31	MALE		Violator	No Injury
1771	31	MALE		Violator	No Injury
1832	31	MALE		Violator Passengers	No Injury
1907	31	MALE		Violator	No Injury
1954	31	MALE		Violator	No Injury
1977	31	MALE		Violator	No Injury
1984	31	MALE		Violator	No Injury
2175	31	MALE		Violator	No Injury
2406	31	Female		Violator	No Injury
2555	31	Male		Violator	No Injury
2588	31	Male		Violator	Unknown
2590	31	Male		Violator	Unknown
2607	31	Male		Violator	Unknown
2653	31	Male		Violator	No Injury
2684	31	Male		Violator	No Injury
2691	31	Male		Violator	Non-incapacitating Injury
2713	31	Male		Violator	No Injury
2792	31	Male		Violator Passengers	No Injury
2826	31	Male		Violator	Possible Injury
2862	31	Male		Violator	No Injury
2864	31	Female		Party in Unrelated Vehicle	No Injury
2907	31	Female		Violator	No Injury
2913	31	Female		Violator	No Injury
2935	31	Female		Violator	No Injury
2938	31	Female		Violator	No Injury
2992	31	Male		Violator	Incapacitating Injury
2996	31	Male		Violator	No Injury
3001	31	Male		Violator Passengers	No Injury
3063	31	Male		Violator	No Injury
3084	31	Male		Violator	Unknown
3128	31	Female		Violator Passengers	No Injury
3225	31	Female		Violator Passengers	No Injury
3248	31	Male		Violator	No Injury
3272	31	Female		Violator Passengers	No Injury
3365	31	Male		Violator	No Injury
3477	31	Male		Violator	No Injury
3513	31	Male		Violator	No Injury
3560	31	Male		Violator	No Injury
3608	31	Male		Violator Passengers	No Injury
3641	31	Male		Violator	No Injury
3660	31	Male		Violator Passengers	No Injury
3757	31	M - Male		Violator	Unknown
3740	31	M - Male		Violator	Unknown
3808	31	M - Male		Violator Passengers	Unknown
3826	31	M - Male		Officer	No Injury
3833	31	M - Male		Violator	No Injury
3846	31	M - Male		Violator	No Injury
3900	31	M - Male		Violator	Non-incapacitating Injury
3910	31	F - Female		Party in Unrelated Vehicle	Possible Injury
3931	31	M - Male		Violator Passengers	No Injury
3952	31	M - Male		Violator	No Injury
3977	31	F - Female		Violator	Possible Injury
3996	31	M - Male		Violator	Unknown
4001	31	M - Male		Violator	No Injury
4048	31	M - Male		Violator	No Injury
4061	31	M - Male		Violator	No Injury
4104	31	F - Female		Violator Passengers	No Injury
4142	31	M - Male		Violator	No Injury
4142	31	F - Female		Violator Passengers	No Injury
4146	31	M - Male		Violator	Non-incapacitating Injury
4207	31	M - Male		Violator	No Injury
4263	31	M - Male		Violator	Non-incapacitating Injury
4286	31	M - Male		Violator	No Injury
4316	31	M - Male		Violator	Unknown
4334	31	F - Female		Violator Passengers	No Injury
4350	31	F - Female		Violator	No Injury
4360	31	M - Male		Violator	Unknown
4411	31	M - Male		Violator	No Injury
4494	31	F - Female		Violator	No Injury
4547	31	M - Male		Violator	No Injury
4627	31	F - Female		Violator Passengers	No Injury
4655	31	M - Male		Violator	No Injury
4694	31	M - Male		Violator	No Injury
4795	31	M - Male		Violator	Unknown
4822	31	M - Male		Violator Passengers	No Injury
4837	31	M - Male		Violator	No Injury
4849	31	M - Male		Violator	Possible Injury
4877	31	M - Male		Violator	No Injury
4914	31	M - Male		Violator	No Injury
4936	31	F - Female		Violator Passengers	No Injury
4962	31	M - Male		Violator	No Injury
5038	31	M - Male		Violator	No Injury
5074	31	M - Male		Violator	No Injury
5114	31	M - Male		Violator	No Injury
5163	31	M - Male		Violator Passengers	No Injury
5174	31	M - Male		Violator	No Injury
5213	31	M - Male		Violator	Non-incapacitating Injury
5312	31	M - Male		Violator	No Injury
5407	31	M - Male		Violator	Non-incapacitating Injury
5418	31	M - Male		Violator Passengers	No Injury
5421	31	M - Male		Violator	No Injury
5421	31	F - Female		Party in Unrelated Vehicle	Non-incapacitating Injury
5447	31	M - Male		Violator	No Injury
5481	31	M - Male		Violator	Non-incapacitating Injury
5643	31	M - Male		Violator	Unknown
5655	31	M - Male		Violator	No Injury
5660	31	M - Male		Violator	No Injury
5671	31	M - Male		Violator Passengers	No Injury
5719	31	M - Male		Violator	No Injury
5750	31	M - Male		Violator	No Injury
5787	31	M - Male		Violator	No Injury
5788	31	M - Male		Violator Passengers	Unknown
5789	31	M - Male		Violator Passengers	No Injury
5859	31	F - Female		Violator Passengers	No Injury
5866	31	M - Male		Violator	No Injury
5874	31	F - Female		Violator Passengers	No Injury
5876	31	F - Female		Violator Passengers	No Injury
5933	31	M - Male		Violator	Non-incapacitating Injury
5963	31	F - Female		Violator Passengers	Possible Injury
6018	31	M - Male		Violator	No Injury
6116	31	M - Male		Violator	No Injury
6131	31	M - Male		Violator	No Injury
6144	31	M - Male		Violator	No Injury
6232	31	M - Male		Violator	No Injury
6305	31	M - Male		Violator	No Injury
6349	31	M - Male		Violator	No Injury
6366	31	M - Male		Violator	Possible Injury
6422	31	M - Male		Violator	No Injury
6478	31	M - Male		Violator	No Injury
6529	31	M - Male		Violator	No Injury
6583	31	M - Male		Violator	Unknown
6610	31	M - Male		Violator	No Injury
6613	31	M - Male		Violator	No Injury
6615	31	M - Male		Violator	No Injury
6628	31	F - Female		Violator	No Injury
6654	31	F - Female		Violator	Unknown
6708	31	M - Male		Violator	Unknown
7018	31	F - Female		Violator	No Injury
7022	31	M - Male		Violator	Unknown
7051	31	M - Male		Violator	Unknown
7053	31	M - Male		Violator	No Injury
7150	31	M - Male		Violator	No Injury
7151	31	F - Female		Violator Passengers	Non-incapacitating Injury
7187	31	M - Male		Violator Passengers	No Injury
138	32	Male		Violator	No Injury
169	32	Male		Violator	No Injury
224	32	Male		Violator	No Injury
244	32	Male		Violator	No Injury
297	32	Male		Violator	No Injury
333	32	Male		Violator	No Injury
334	32	Male		Violator	No Injury
343	32	Male		Violator	No Injury
396	32	Male		Violator	No Injury
407	32	Male		Violator	No Injury
420	32	Male		Violator	No Injury
444	32	Male		Violator	No Injury
461	32	Male		Violator	Possible Injury
497	32	Male		Violator	No Injury
502	32	Male		Violator Passengers	No Injury
556	32	Male		Violator	No Injury
589	32	Female		Violator	No Injury
661	32	Male		Violator	No Injury
679	32	Male		Violator	Non-incapacitating Injury
700	32	Male		Violator	No Injury
727	32	Male		Violator	No Injury
820	32	MALE		Violator	No Injury
832	32	MALE		Violator	No Injury
859	32	MALE		Violator	No Injury
860	32	MALE		Violator	No Injury
861	32	MALE		Violator	No Injury
868	32	FEMALE		Violator Passengers	No Injury
897	32	MALE		Violator	Unknown
951	32	FEMALE		Violator Passengers	No Injury
962	32	MALE		Violator	No Injury
1021	32	MALE		Violator	No Injury
1128	32	MALE		Violator	No Injury
1205	32	MALE		Violator	No Injury
1212	32	MALE		Violator	No Injury
1250	32	MALE		Violator	No Injury
1255	32	MALE		Violator	Non-incapacitating Injury
1321	32	MALE		Violator	No Injury
1326	32	MALE		Violator	Possible Injury
1326	32	FEMALE		Violator Passengers	No Injury
1340	32	MALE		Violator Passengers	No Injury
1351	32	FEMALE		Violator Passengers	No Injury
282	32	MALE		Violator	No Injury
1462	32	MALE		Violator	No Injury
1468	32	MALE		Violator	Non-incapacitating Injury
1471	32	MALE		Violator	No Injury
1474	32	MALE		Violator Passengers	No Injury
1484	32	MALE		Violator Passengers	No Injury
1487	32	MALE		Violator	No Injury
1513	32	MALE		Violator	No Injury
1517	32	FEMALE		Violator	No Injury
1554	32	FEMALE		Violator	No Injury
1566	32	MALE		Violator	No Injury
1567	32	MALE		Violator	No Injury
1596	32	MALE		Violator	No Injury
1605	32	MALE		Violator	No Injury
1639	32	MALE		Violator	No Injury
1683	32	MALE		Violator	No Injury
1729	32	FEMALE		Violator	No Injury
1742	32	MALE		Violator	No Injury
1781	32	MALE		Violator	No Injury
1792	32	MALE		Violator	No Injury
1793	32	MALE		Violator	No Injury
1830	32	MALE		Violator	Incapacitating Injury
1898	32	MALE		Violator	No Injury
1905	32	MALE		Violator	No Injury
1910	32	MALE		Violator	No Injury
2056	32	MALE		Violator Passengers	No Injury
2120	32	MALE		Violator	No Injury
2194	32	Male		Violator	Incapacitating Injury
2228	32	Male		Violator	No Injury
2245	32	Male		Violator	No Injury
2267	32	Female		Violator	No Injury
2286	32	Female		Violator Passengers	No Injury
2438	32	Male		Violator	No Injury
2496	32	Male		Party in Unrelated Vehicle	Unknown
2500	32	Male		Violator	No Injury
2505	32	Male		Violator	No Injury
2524	32	Male		Violator	No Injury
2632	32	Male		Violator	Unknown
2724	32	Male		Violator	Unknown
2752	32	Male		Violator	Unknown
2849	32	Female		Violator Passengers	No Injury
2849	32	Male		Violator Passengers	No Injury
2893	32	Male		Violator	Non-incapacitating Injury
2935	32	Male		Violator Passengers	No Injury
2974	32	Male		Violator	No Injury
2993	32	Female		Violator Passengers	No Injury
3017	32	Male		Violator	No Injury
3031	32	Male		Violator	No Injury
3119	32	Male		Violator	No Injury
3221	32	Male		Violator	No Injury
3222	32	Male		Violator	No Injury
3268	32	Male		Violator	No Injury
3281	32	Male		Violator	No Injury
3281	32	Female		Violator Passengers	No Injury
3290	32	Female		Violator	No Injury
3392	32	Female		Violator Passengers	No Injury
3476	32	Male		Violator	No Injury
3569	32	Male		Violator	No Injury
3569	32	Male		Violator Passengers	No Injury
3573	32	Male		Violator	No Injury
3663	32	Male		Violator Passengers	No Injury
3770	32	F - Female		Violator Passengers	No Injury
3816	32	F - Female		Violator Passengers	No Injury
3914	32	M - Male		Violator	No Injury
3984	32	M - Male		Violator	No Injury
4031	32	M - Male		Violator	No Injury
4112	32	M - Male		Violator	No Injury
4166	32	F - Female		Violator	No Injury
4178	32	M - Male		Violator	Unknown
4211	32	M - Male		Violator	No Injury
4214	32	M - Male		Violator Passengers	No Injury
4244	32	M - Male		Violator Passengers	Non-incapacitating Injury
4260	32	M - Male		Violator	Unknown
4262	32	M - Male		Violator	Non-incapacitating Injury
4334	32	M - Male		Violator	No Injury
4338	32	F - Female		Violator	No Injury
4347	32	M - Male		Violator	No Injury
4409	32	M - Male		Violator	No Injury
4421	32	M - Male		Violator	No Injury
4425	32	M - Male		Violator	No Injury
4477	32	M - Male		Violator	No Injury
4538	32	M - Male		Violator	No Injury
4560	32	M - Male		Violator	No Injury
4583	32	M - Male		Violator	No Injury
4607	32	M - Male		Violator	No Injury
4611	32	F - Female		Violator Passengers	No Injury
4674	32	M - Male		Violator	No Injury
4721	32	M - Male		Violator	Unknown
4735	32	M - Male		Violator	No Injury
4749	32	M - Male		Violator Passengers	No Injury
4814	32	M - Male		Violator	Unknown
4445	32	M - Male		Violator	No Injury
4884	32	M - Male		Violator Passengers	No Injury
4973	32	M - Male		Violator	No Injury
5021	32	M - Male		Violator	No Injury
5046	32	M - Male		Violator	No Injury
5131	32	M - Male		Violator	No Injury
5146	32	M - Male		Violator	No Injury
5161	32	M - Male		Party in Unrelated Vehicle	Non-incapacitating Injury
5185	32	M - Male		Violator Passengers	No Injury
5193	32	F - Female		Violator	No Injury
5267	32	M - Male		Violator	No Injury
5274	32	F - Female		Violator Passengers	No Injury
5389	32	M - Male		Violator	No Injury
5450	32	M - Male		Violator	No Injury
5477	32	M - Male		Violator	No Injury
5492	32	M - Male		Violator	No Injury
5604	32	M - Male		Violator	No Injury
5618	32	F - Female		Violator Passengers	No Injury
5662	32	F - Female		Violator Passengers	No Injury
5844	32	F - Female		Violator	No Injury
5899	32	M - Male		Violator Passengers	Unknown
5913	32	M - Male		Violator	No Injury
5944	32	M - Male		Violator	Possible Injury
5945	32	M - Male		Violator	No Injury
6024	32	M - Male		Violator	Possible Injury
6142	32	M - Male		Violator	No Injury
6150	32	M - Male		Violator	No Injury
6171	32	F - Female		Violator Passengers	Incapacitating Injury
6213	32	M - Male		Violator Passengers	No Injury
6302	32	M - Male		Violator	No Injury
6320	32	M - Male		Violator	No Injury
6354	32	M - Male		Violator	No Injury
6364	32	M - Male		Violator	No Injury
6373	32	M - Male		Violator	No Injury
6375	32	M - Male		Violator Passengers	No Injury
6379	32	M - Male		Violator	No Injury
6454	32	M - Male		Violator	No Injury
6492	32	M - Male		Violator	Unknown
6556	32	M - Male		Violator	No Injury
6569	32	M - Male		Violator Passengers	No Injury
6640	32	M - Male		Violator	No Injury
6694	32	M - Male		Violator	No Injury
6739	32	M - Male		Violator	No Injury
6749	32	M - Male		Violator	No Injury
6819	32	M - Male		Violator	Unknown
6832	32	M - Male		Violator	No Injury
6861	32	M - Male		Violator	Unknown
6956	32	M - Male		Violator Passengers	No Injury
7001	32	M - Male		Violator	No Injury
7074	32	M - Male		Violator	No Injury
7129	32	M - Male		Violator Passengers	No Injury
7186	32	M - Male		Violator Passengers	No Injury
7196	32	M - Male		Violator	Unknown
73	33	Female		Violator Passengers	No Injury
169	33	Male		Violator	No Injury
200	33	Male		Violator	No Injury
213	33	Male		Violator	No Injury
315	33	Male		Violator	No Injury
395	33	Male		Violator	No Injury
448	33	Male		Violator	No Injury
554	33	Male		Violator	No Injury
610	33	Male		Violator	No Injury
615	33	Female		Violator	Non-incapacitating Injury
629	33	Male		Violator	No Injury
730	33	Male		Violator	No Injury
738	33	Female		Violator	No Injury
739	33	Female		Violator	No Injury
744	33	Male		Violator	No Injury
780	33	Male		Violator	No Injury
795	33	Male		Violator Passengers	No Injury
815	33	MALE		Violator	No Injury
840	33	MALE		Violator	Non-incapacitating Injury
903	33	MALE		Violator	No Injury
929	33	MALE		Violator	Unknown
968	33	MALE		Violator	No Injury
996	33	FEMALE		Violator	No Injury
1043	33	MALE		Violator	No Injury
1214	33	MALE		Violator	No Injury
1214	33	FEMALE		Violator Passengers	Unknown
1219	33	MALE		Violator	No Injury
1348	33	MALE		Violator	No Injury
1471	33	MALE		Violator Passengers	No Injury
1483	33	MALE		Violator	No Injury
1507	33	MALE		Violator	No Injury
1530	33	MALE		Violator	No Injury
1575	33	MALE		Party in Unrelated Vehicle	No Injury
1634	33	MALE		Violator	No Injury
1639	33	MALE		Violator Passengers	No Injury
1671	33	MALE		Violator	Non-incapacitating Injury
1674	33	MALE		Violator	No Injury
1686	33	MALE		Party in Unrelated Vehicle	No Injury
1718	33	MALE		Violator	Possible Injury
1718	33	MALE		Violator Passengers	No Injury
1818	33	MALE		Violator	No Injury
1844	33	FEMALE		Violator	No Injury
1859	33	MALE		Violator	No Injury
1861	33	MALE		Violator	Non-incapacitating Injury
1909	33	MALE		Violator	No Injury
1918	33	MALE		Violator	No Injury
2002	33	MALE		Violator	No Injury
2033	33	MALE		Violator	No Injury
2057	33	FEMALE		Violator	No Injury
2142	33	MALE		Violator	No Injury
2301	33	Male		Violator	No Injury
2312	33	Male		Violator	Unknown
2313	33	Male		Violator Passengers	No Injury
2324	33	Male		Violator	No Injury
2345	33	Female		Violator Passengers	Possible Injury
2413	33	Male		Violator	No Injury
2427	33	Male		Violator	No Injury
2562	33	Female		Violator	Possible Injury
2627	33	Male		Violator	Unknown
2635	33	Female		Violator	Unknown
2802	33	Male		Violator Passengers	No Injury
2819	33	Male		Violator	Possible Injury
2904	33	Male		Violator	No Injury
2281	33	Male		Violator	No Injury
3098	33	Male		Violator	No Injury
3105	33	Male		Violator	Possible Injury
3170	33	Male		Violator	No Injury
3172	33	Female		Violator	No Injury
3278	33	Male		Violator	No Injury
3296	33	Male		Violator	No Injury
3392	33	Male		Violator	No Injury
3426	33	Male		Violator	No Injury
3518	33	Male		Violator	No Injury
3631	33	Male		Violator	No Injury
3672	33	Male		Violator	No Injury
2777	33	M - Male		Violator	No Injury
3806	33	M - Male		Violator	No Injury
3808	33	F - Female		Violator Passengers	Unknown
3815	33	M - Male		Violator	No Injury
3827	33	M - Male		Violator	No Injury
3866	33	M - Male		Violator	No Injury
3918	33	F - Female		Party in Unrelated Vehicle	No Injury
3932	33	M - Male		Violator	Non-incapacitating Injury
3957	33	M - Male		Violator	No Injury
3985	33	M - Male		Violator	No Injury
3989	33	M - Male		Violator	No Injury
4055	33	M - Male		Violator	No Injury
4129	33	M - Male		Violator	No Injury
4185	33	F - Female		Violator	No Injury
4230	33	M - Male		Violator	Non-incapacitating Injury
4244	33	M - Male		Violator	Possible Injury
4251	33	F - Female		Violator	No Injury
4313	33	M - Male		Violator Passengers	No Injury
4321	33	M - Male		Violator	No Injury
4353	33	M - Male		Violator	No Injury
4372	33	M - Male		Violator	No Injury
4446	33	M - Male		Violator Passengers	No Injury
4640	33	M - Male		Violator	Incapacitating Injury
4663	33	F - Female		Violator	No Injury
4740	33	F - Female		Violator	Unknown
4777	33	M - Male		Violator	No Injury
4807	33	M - Male		Violator	No Injury
4840	33	M - Male		Violator	No Injury
4902	33	M - Male		Violator	Unknown
4907	33	F - Female		Violator	Unknown
4934	33	F - Female		Party in Unrelated Vehicle	No Injury
4987	33	M - Male		Violator	No Injury
5013	33	F - Female		Violator Passengers	No Injury
5147	33	F - Female		Violator Passengers	Possible Injury
5220	33	M - Male		Violator	No Injury
5287	33	M - Male		Violator	No Injury
5302	33	F - Female		Violator	No Injury
5337	33	M - Male		Violator Passengers	No Injury
5348	33	M - Male		Violator	No Injury
5397	33	M - Male		Violator Passengers	No Injury
5403	33	M - Male		Violator	Unknown
5480	33	F - Female		Violator Passengers	No Injury
5548	33	M - Male		Violator	No Injury
5583	33	M - Male		Violator	No Injury
5717	33	M - Male		Violator	Non-incapacitating Injury
5733	33	M - Male		Violator	No Injury
5737	33	M - Male		Violator Passengers	No Injury
5753	33	M - Male		Violator	No Injury
5755	33	M - Male		Violator	No Injury
5766	33	M - Male		Violator	Non-incapacitating Injury
5788	33	M - Male		Violator	Unknown
5789	33	M - Male		Violator	Unknown
5801	33	M - Male		Violator	No Injury
5874	33	M - Male		Violator	Non-incapacitating Injury
5886	33	M - Male		Violator	No Injury
5945	33	M - Male		Violator Passengers	No Injury
6040	33	M - Male		Violator	Unknown
6047	33	M - Male		Violator	No Injury
6075	33	M - Male		Violator Passengers	No Injury
6153	33	M - Male		Violator	No Injury
6179	33	M - Male		Violator	No Injury
6190	33	M - Male		Violator Passengers	No Injury
6223	33	M - Male		Violator	No Injury
6265	33	M - Male		Violator	No Injury
6333	33	M - Male		Violator	No Injury
6351	33	M - Male		Violator	No Injury
6352	33	F - Female		Violator	No Injury
6400	33	M - Male		Violator	No Injury
6485	33	M - Male		Violator	Possible Injury
6497	33	M - Male		Violator	Incapacitating Injury
6505	33	F - Female		Violator	Unknown
6554	33	M - Male		Violator	No Injury
6560	33	M - Male		Violator	No Injury
6564	33	F - Female		Violator Passengers	No Injury
6578	33	F - Female		Party in Unrelated Vehicle	Possible Injury
6581	33	F - Female		Violator Passengers	No Injury
6659	33	M - Male		Violator	No Injury
6707	33	M - Male		Violator	No Injury
6710	33	M - Male		Violator	No Injury
6720	33	M - Male		Violator	No Injury
6750	33	F - Female		Violator	No Injury
6858	33	M - Male		Violator	Unknown
6860	33	M - Male		Violator	Unknown
6910	33	M - Male		Violator	No Injury
6911	33	M - Male		Violator	No Injury
6924	33	M - Male		Violator	No Injury
6997	33	M - Male		Violator	No Injury
7017	33	M - Male		Violator	No Injury
7072	33	M - Male		Violator	No Injury
7152	33	M - Male		Violator	Non-incapacitating Injury
7166	33	M - Male		Violator	No Injury
59	34	Male		Violator	No Injury
70	34	Male		Violator	No Injury
163	34	Male		Violator	No Injury
166	34	Male		Violator	No Injury
226	34	Male		Violator	No Injury
231	34	Male		Violator	No Injury
269	34	Male		Violator	No Injury
300	34	Male		Violator	No Injury
316	34	Male		Violator	Possible Injury
362	34	Male		Violator	No Injury
457	34	Male		Violator	Possible Injury
463	34	Female		Violator	No Injury
549	34	Male		Violator	No Injury
570	34	Male		Violator	No Injury
615	34	Female		Party in Unrelated Vehicle	No Injury
621	34	Male		Violator Passengers	No Injury
645	34	Male		Violator	Fatal
653	34	Male		Violator	No Injury
657	34	Male		Violator	No Injury
674	34	Male		Violator	No Injury
753	34	Male		Violator	No Injury
868	34	MALE		Violator Passengers	No Injury
879	34	MALE		Violator	No Injury
886	34	MALE		Violator	No Injury
897	34	MALE		Violator Passengers	No Injury
913	34	MALE		Violator	Unknown
951	34	MALE		Violator	No Injury
957	34	MALE		Violator Passengers	No Injury
966	34	MALE		Violator	No Injury
1037	34	FEMALE		Violator	Possible Injury
1054	34	MALE		Violator	No Injury
1079	34	MALE		Violator	No Injury
1141	34	MALE		Violator	No Injury
1158	34	FEMALE		Party in Unrelated Vehicle	No Injury
1164	34	MALE		Violator	No Injury
1196	34	MALE		Violator	No Injury
1228	34	MALE		Violator Passengers	No Injury
1263	34	MALE		Violator Passengers	No Injury
1464	34	MALE		Violator	No Injury
1610	34	MALE		Violator	No Injury
1647	34	MALE		Violator	No Injury
1697	34	FEMALE		Violator Passengers	No Injury
1702	34	MALE		Violator Passengers	No Injury
1753	34	MALE		Violator Passengers	No Injury
1769	34	MALE		Violator	No Injury
1898	34	FEMALE		Violator Passengers	No Injury
1910	34	Unknown		Violator Passengers	Unknown
1938	34	FEMALE		Violator	No Injury
1942	34	MALE		Violator	No Injury
1950	34	MALE		Violator	No Injury
1978	34	MALE		Violator	No Injury
1983	34	MALE		Violator	No Injury
2035	34	MALE		Violator	No Injury
2038	34	MALE		Violator	No Injury
2056	34	MALE		Violator	No Injury
2076	34	MALE		Violator	No Injury
2116	34	MALE		Violator	Fatal
2159	34	MALE		Violator	No Injury
2260	34	Male		Violator	No Injury
2311	34	Male		Violator	No Injury
2350	34	Female		Violator Passengers	No Injury
2374	34	Male		Violator Passengers	No Injury
2433	34	Male		Violator	Non-incapacitating Injury
2513	34	Male		Violator	No Injury
2580	34	Male		Violator	No Injury
2649	34	Male		Violator	No Injury
2658	34	Female		Violator Passengers	No Injury
2783	34	Female		Violator Passengers	No Injury
2823	34	Male		Violator	No Injury
2861	34	Female		Violator	No Injury
2871	34	Male		Violator	Non-incapacitating Injury
2880	34	Male		Violator	No Injury
2896	34	Female		Violator	No Injury
3007	34	Male		Violator	No Injury
3021	34	Male		Violator	No Injury
3047	34	Male		Violator	Unknown
3059	34	Male		Violator	No Injury
3136	34	Male		Violator	Non-incapacitating Injury
3157	34	Male		Violator	No Injury
3197	34	Male		Violator	No Injury
3222	34	Male		Violator Passengers	No Injury
3267	34	Male		Violator	No Injury
3294	34	Male		Violator	No Injury
3367	34	Male		Violator Passengers	No Injury
3469	34	Female		Violator Passengers	Unknown
3549	34	Male		Violator	Possible Injury
3576	34	Male		Violator	No Injury
3639	34	Male		Violator	No Injury
3716	34	M - Male		Violator	Unknown
3761	34	M - Male		Violator	Unknown
3793	34	M - Male		Violator	Unknown
3811	34	M - Male		Violator	Unknown
3949	34	M - Male		Violator	No Injury
4029	34	M - Male		Violator	No Injury
4105	34	M - Male		Violator	No Injury
4132	34	M - Male		Violator	No Injury
4144	34	M - Male		Violator	No Injury
4157	34	F - Female		Violator Passengers	Unknown
4180	34	M - Male		Violator	No Injury
4208	34	M - Male		Violator	No Injury
4230	34	F - Female		Violator Passengers	Possible Injury
4230	34	M - Male		Violator Passengers	Possible Injury
4238	34	M - Male		Violator Passengers	No Injury
4311	34	M - Male		Violator	No Injury
4327	34	M - Male		Violator	No Injury
4361	34	M - Male		Violator	Unknown
4389	34	M - Male		Violator	No Injury
4439	34	F - Female		Violator	No Injury
4591	34	M - Male		Violator	No Injury
4785	34	M - Male		Violator	Possible Injury
4788	34	F - Female		Violator Passengers	Unknown
4964	34	M - Male		Violator	No Injury
4991	34	M - Male		Violator	No Injury
5079	34	M - Male		Violator	No Injury
5094	34	M - Male		Violator	No Injury
5108	34	F - Female		Violator	Non-incapacitating Injury
5168	34	M - Male		Violator	No Injury
5293	34	M - Male		Violator	Unknown
5413	34	M - Male		Violator	Possible Injury
5424	34	M - Male		Violator	Non-incapacitating Injury
5751	34	M - Male		Violator	No Injury
5791	34	M - Male		Violator	No Injury
5900	34	M - Male		Violator	Unknown
5908	34	M - Male		Violator Passengers	No Injury
5908	34	M - Male		Violator Passengers	No Injury
5912	34	M - Male		Violator	No Injury
5923	34	M - Male		Violator	Non-incapacitating Injury
5945	34	M - Male		Violator Passengers	No Injury
5974	34	M - Male		Violator	Unknown
6078	34	M - Male		Violator	No Injury
6128	34	M - Male		Violator	No Injury
6153	34	M - Male		Violator Passengers	No Injury
6173	34	F - Female		Violator	No Injury
6223	34	M - Male		Violator Passengers	No Injury
6252	34	M - Male		Violator	Incapacitating Injury
6315	34	M - Male		Violator	No Injury
