COUNTY,FacilityCarried,FeatureCrossed,BridgeNbr,DefStat,SuffRate,ADT,DIST,LENGTH,YrBuilt,InspectAgency,OWNER
MILLE LACS,TWP 266,W BR RUM RIVER,48524,ADEQ,98.00,53.00,3,117,1996,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 3,PETERSON CREEK,91832,ADEQ,98.00,84.00,3,28,1979,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 3,PETERSON CREEK,91833,ADEQ,98.00,43.00,3,28,1979,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 61,N FK BRADBURY BROOK,48J06,ADEQ,98.00,14.00,3,30,1999,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 61,S FK BRADBURY BROOK,48J07,ADEQ,92.90,9.00,3,30,1999,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 65,RUM RIVER,96990,ADEQ,98.00,59.00,3,41,1992,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 74,RUM RIVER,48527,ADEQ,98.00,89.00,3,123,2004,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 93,TIBBETTS BROOK,L5904,ADEQ,97.00,20.00,3,26,1972,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 98,TIBBETTS BROOK,91707,ADEQ,98.00,42.00,3,61,1978,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 99,WHITNEY BROOK,91706,ADEQ,93.00,5.00,3,39,1978,MILLE LACS COUNTY,TWP
MILLE LACS,TWP 99,WHITNEY BROOK,91708,ADEQ,98.00,14.00,3,39,1978,MILLE LACS COUNTY,TWP
MILLE LACS,US 169,RUM RIVER, 6657,F.O.,51.40,11000.00,3,26,1951,DISTRICT 3,STATE
MILLE LACS,US 169,BRADBURY BROOK,95094,ADEQ,75.10,10900.00,3,37,1990,DISTRICT 3,STATE
MILLE LACS,US 169,WHITNEY BROOK,95115,ADEQ,74.30,12100.00,3,24,1984,DISTRICT 3,STATE
MILLE LACS,US 169,O'NEILL BROOK,95216,ADEQ,78.90,12100.00,3,27,1985,DISTRICT 3,STATE
MILLE LACS,US 169,MIKE DREW BROOK,95801,ADEQ,74.20,12100.00,3,37,1984,DISTRICT 3,STATE
MILLE LACS,US 169 NB,RUM RIVER,48006,ADEQ,98.00,8750.00,3,213,1986,DISTRICT 3,STATE
MILLE LACS,US 169 NB,TH 23,48008,ADEQ,99.50,6050.00,3,231,1985,DISTRICT 3,STATE
MILLE LACS,US 169 NB,CSAH 31,48010,ADEQ,98.80,8000.00,3,168,1979,DISTRICT 3,STATE
MILLE LACS,US 169 NB,W BR RUM RIVER,48012,ADEQ,97.90,9250.00,3,189,1978,DISTRICT 3,STATE
MILLE LACS,US 169 NB,CSAH 29,48016,ADEQ,99.30,9250.00,3,199,1979,DISTRICT 3,STATE
MILLE LACS,US 169 NB,CSAH 33,48020,ADEQ,99.10,6050.00,3,153,1986,DISTRICT 3,STATE
MILLE LACS,US 169 NB,RUM RIVER,48032,ADEQ,98.00,5450.00,3,98,1991,DISTRICT 3,STATE
MILLE LACS,US 169 NB,RUM RIVER,48034,ADEQ,97.10,5450.00,3,97,1998,DISTRICT 3,STATE
MILLE LACS,US 169 NB,RUM RIVER,97554,ADEQ,99.20,5450.00,3,38,1998,DISTRICT 3,STATE
MILLE LACS,US 169 NS,RUM RIVER,48004,ADEQ,96.80,6050.00,3,187,1991,DISTRICT 3,STATE
MILLE LACS,US 169 SB,RUM RIVER,48003,ADEQ,95.80,6050.00,3,187,1984,DISTRICT 3,STATE
MILLE LACS,US 169 SB,RUM RIVER,48005,ADEQ,98.00,8750.00,3,213,1986,DISTRICT 3,STATE
MILLE LACS,US 169 SB,TH 23,48007,ADEQ,99.50,6050.00,3,228,1985,DISTRICT 3,STATE
MILLE LACS,US 169 SB,CSAH 31,48009,ADEQ,98.80,8000.00,3,168,1979,DISTRICT 3,STATE
MILLE LACS,US 169 SB, W BR RUM RIVER,48011,ADEQ,97.90,9250.00,3,189,1978,DISTRICT 3,STATE
MILLE LACS,US 169 SB,CSAH 29,48015,ADEQ,99.30,9250.00,3,199,1979,DISTRICT 3,STATE
MILLE LACS,US 169 SB,CSAH 33,48019,ADEQ,99.10,6050.00,3,153,1986,DISTRICT 3,STATE
MILLE LACS,US 169 SB,RUM RIVER,48031,ADEQ,99.60,5450.00,3,98,1990,DISTRICT 3,STATE
MILLE LACS,US 169 SB,RUM RIVER,48033,ADEQ,97.10,5450.00,3,97,1998,DISTRICT 3,STATE
MILLE LACS,US 169 SB,RUM RIVER,97553,ADEQ,99.20,5450.00,3,38,1998,DISTRICT 3,STATE
MORRISON,123rd ST (CR 241),SKUNK CREEK,49J34,ADEQ,100.00,95.00,3,33,2004,MORRISON COUNTY,COUNTY
MORRISON,85 AVE,PIKE CREEK,49J50,ADEQ,98.00,28.00,3,25,2008,MORRISON COUNTY,TWP
MORRISON,CNTY 266,LITTLE MINK CREEK,49J47,ADEQ,100.00,21.00,3,32,2006,MORRISON COUNTY,COUNTY
MORRISON,CR 201,DITCH,93728,ADEQ,97.80,1300.00,3,22,1977,MORRISON COUNTY,CITY
MORRISON,CR 206,HAY CREEK,97875,ADEQ,91.70,170.00,3,26,1995,MORRISON COUNTY,COUNTY
MORRISON,CR 209,LITTLE ELK RIVER,49531,ADEQ,91.70,150.00,3,128,1986,MORRISON COUNTY,COUNTY
MORRISON,CR 210,LITTLE ELK RIVER,91979,ADEQ,97.90,170.00,3,53,1988,MORRISON COUNTY,COUNTY
MORRISON,CR 210,LITTLE ELK RIVER,95095,ADEQ,97.90,170.00,3,53,1995,MORRISON COUNTY,COUNTY
MORRISON,CR 211,LITTLE ELK RIVER,93095,ADEQ,98.00,125.00,3,59,1974,MORRISON COUNTY,COUNTY
MORRISON,CR 213,LITTLE ELK RIVER,49529,ADEQ,97.80,1050.00,3,97,1985,MORRISON COUNTY,COUNTY
MORRISON,CR 219,SWAN RIVER,49537,ADEQ,97.90,450.00,3,88,1991,MORRISON COUNTY,COUNTY
MORRISON,CR 220,SWAN RIVER, 7357,ADEQ,98.00,310.00,3,34,1937,MORRISON COUNTY,COUNTY
MORRISON,CR 222,PIKE CREEK,95320,ADEQ,98.00,170.00,3,29,1996,MORRISON COUNTY,COUNTY
MORRISON,CR 225,SWAN RIVER,49508,ADEQ,97.00,145.00,3,54,1966,MORRISON COUNTY,COUNTY
MORRISON,CR 245,W BR RUM RIVER,93170,ADEQ,99.00,120.00,3,31,1975,MORRISON COUNTY,COUNTY
MORRISON,CR 251,SKUNK RIVER,49524,ADEQ,96.90,415.00,3,89,1978,MORRISON COUNTY,COUNTY
MORRISON,CR 252,SKUNK RIVER,49519,ADEQ,96.70,610.00,3,62,1974,MORRISON COUNTY,COUNTY
MORRISON,CR 262,FLETCHER CREEK,95319,ADEQ,99.00,160.00,3,46,1988,MORRISON COUNTY,COUNTY
MORRISON,CR 265,BIG MINK CREEK,93036,ADEQ,98.00,80.00,3,29,1973,MORRISON COUNTY,COUNTY
MORRISON,CR 265,PLATTE RIVER,95550,ADEQ,99.00,80.00,3,46,1996,MORRISON COUNTY,COUNTY
MORRISON,CR 267,SKUNK RIVER,93168,ADEQ,99.00,150.00,3,26,1975,MORRISON COUNTY,COUNTY
MORRISON,CR 267,SKUNK RIVER,93169,ADEQ,99.00,150.00,3,26,1975,MORRISON COUNTY,COUNTY
MORRISON,CR 268,SKUNK RIVER, 7362,ADEQ,97.30,30.00,3,23,1934,MORRISON COUNTY,COUNTY
MORRISON,CR 275,PLATTE RIVER,49J33,ADEQ,100.00,110.00,3,38,2002,MORRISON COUNTY,COUNTY
MORRISON,CSAH 1,HAY CREEK, 7338,ADEQ,86.80,1450.00,3,27,1947,MORRISON COUNTY,COUNTY
MORRISON,CSAH 1,SWAN RIVER,49501,ADEQ,95.90,350.00,3,61,1964,MORRISON COUNTY,COUNTY
MORRISON,CSAH 1,TWO RIVERS,49506,ADEQ,97.00,410.00,3,49,1965,MORRISON COUNTY,COUNTY
MORRISON,CSAH 1,LITTLE ELK RIVER,49514,ADEQ,98.60,1450.00,3,54,1968,MORRISON COUNTY,COUNTY
MORRISON,CSAH 1,CROW WING RIVER,49520,ADEQ,97.20,1550.00,3,243,1976,MORRISON COUNTY,COUNTY
MORRISON,CSAH 1,S BR LITTLE ELK RIVER,92944,ADEQ,97.90,400.00,3,39,1972,MORRISON COUNTY,COUNTY
MORRISON,CSAH 104,N FK LITTLE ELK RIVER,49J18,ADEQ,96.90,1100.00,3,55,1999,MORRISON COUNTY,COUNTY
MORRISON,CSAH 11,LITTLE ELK RIVER,92958,ADEQ,98.00,365.00,3,26,1973,MORRISON COUNTY,COUNTY
MORRISON,CSAH 11,S BR LITTLE ELK RIVER,93313,ADEQ,98.00,275.00,3,41,1978,MORRISON COUNTY,COUNTY
MORRISON,CSAH 12,SWAN RIVER,49515,ADEQ,93.80,610.00,3,54,1969,MORRISON COUNTY,COUNTY
MORRISON,CSAH 13,LITTLE ELK RIVER,49543,ADEQ,99.90,1050.00,3,94,1995,MORRISON COUNTY,COUNTY
MORRISON,CSAH 16,LITTLE ELK RIVER, 7340,ADEQ,95.90,285.00,3,27,1945,MORRISON COUNTY,COUNTY
MORRISON,CSAH 17,PIKE CREEK, 7359,ADEQ,85.30,250.00,3,34,1944,MORRISON COUNTY,COUNTY
MORRISON,CSAH 20,FISH TRAP CREEK,  614,ADEQ,96.90,590.00,3,23,1925,MORRISON COUNTY,COUNTY
MORRISON,CSAH 20,BNSF RR, 4558,ADEQ,98.00,285.00,3,153,1928,MORRISON COUNTY,COUNTY
MORRISON,CSAH 21,TWO RIVERS,49503,ADEQ,94.40,970.00,3,49,1964,MORRISON COUNTY,COUNTY
MORRISON,CSAH 21,S BR TWO RIVERS,49513,ADEQ,84.30,970.00,3,105,1970,MORRISON COUNTY,COUNTY
MORRISON,CSAH 21(GREAT R RD,SPUNK CREEK,49J32,ADEQ,99.70,990.00,3,43,2003,MORRISON COUNTY,COUNTY
MORRISON,CSAH 23,PLATTE RIVER,49505,ADEQ,91.90,465.00,3,54,1964,MORRISON COUNTY,COUNTY
MORRISON,CSAH 23,SKUNK RIVER,49J02,ADEQ,98.90,450.00,3,36,1996,MORRISON COUNTY,COUNTY
MORRISON,CSAH 24,TWO RIVERS,91978,ADEQ,97.80,1500.00,3,31,1978,MORRISON COUNTY,COUNTY
MORRISON,CSAH 25,TWO RIVERS,92880,ADEQ,97.90,395.00,3,55,1971,MORRISON COUNTY,COUNTY
MORRISON,CSAH 26,LITTLE ROCK CREEK, 7343,S.D.,71.80,580.00,3,34,1936,MORRISON COUNTY,COUNTY
MORRISON,CSAH 26,PLATTE RIVER,49512,ADEQ,86.60,2000.00,3,175,1970,MORRISON COUNTY,COUNTY
MORRISON,CSAH 26,MISSISSIPPI RIVER,49528,ADEQ,97.00,2350.00,3,420,1983,MORRISON COUNTY,COUNTY
MORRISON,CSAH 27,PLATTE RIVER,49534,ADEQ,93.00,485.00,3,150,1985,MORRISON COUNTY,COUNTY
MORRISON,CSAH 32,TIBBETTS BROOK, 7345,S.D.,71.80,290.00,3,23,1946,MORRISON COUNTY,COUNTY
MORRISON,CSAH 33,W BR RUM RIVER,49J26,ADEQ,99.90,540.00,3,27,2002,MORRISON COUNTY,COUNTY
MORRISON,CSAH 33,W BR RUM RIVER,91977,ADEQ,98.80,540.00,3,46,1978,MORRISON COUNTY,COUNTY
MORRISON,CSAH 34,PLATTE RIVER,49526,ADEQ,92.90,405.00,3,137,1981,MORRISON COUNTY,COUNTY
MORRISON,CSAH 34,BUCKMAN CREEK,95179,ADEQ,98.80,540.00,3,28,1980,MORRISON COUNTY,COUNTY
MORRISON,CSAH 35,PLATTE RIVER,49510,ADEQ,79.30,165.00,3,200,1967,MORRISON COUNTY,COUNTY
MORRISON,CSAH 36,SKUNK RIVER,49532,ADEQ,98.90,265.00,3,113,1989,MORRISON COUNTY,COUNTY
MORRISON,CSAH 36,PIERZ LAKE CHANNEL,92632,ADEQ,98.90,435.00,3,31,1969,MORRISON COUNTY,COUNTY
MORRISON,CSAH 37,HILLMAN CREEK,49J21,ADEQ,98.00,250.00,3,51,2000,MORRISON COUNTY,COUNTY
MORRISON,CSAH 38,SKUNK RIVER,49533,ADEQ,98.00,170.00,3,90,1989,MORRISON COUNTY,COUNTY
MORRISON,CSAH 39,SKUNK RIVER,49J09,ADEQ,97.70,2150.00,3,49,1999,MORRISON COUNTY,COUNTY
MORRISON,CSAH 39,HILLMAN CREEK,49J10,ADEQ,97.90,760.00,3,34,1999,MORRISON COUNTY,COUNTY
MORRISON,CSAH 41,SKUNK RIVER,49511,ADEQ,72.10,270.00,3,43,1968,MORRISON COUNTY,COUNTY
MORRISON,CSAH 43,PLATTE RIVER,49509,S.D.,63.20,430.00,3,78,1966,MORRISON COUNTY,COUNTY
MORRISON,CSAH 46,PLATTE RIVER,49517,ADEQ,97.90,800.00,3,97,1970,MORRISON COUNTY,COUNTY
MORRISON,CSAH 47,PLATTE RIVER, 7351,S.D.,72.90,640.00,3,40,1938,MORRISON COUNTY,COUNTY
MORRISON,CSAH 47,SKUNK RIVER, 7352,ADEQ,99.00,300.00,3,23,1946,MORRISON COUNTY,COUNTY
MORRISON,CSAH 47,FLETCHER CREEK,93092,ADEQ,98.80,640.00,3,34,1973,MORRISON COUNTY,COUNTY
MORRISON,CSAH 48,PLATTE RIVER,49504,ADEQ,74.80,460.00,3,54,1964,MORRISON COUNTY,COUNTY
MORRISON,CSAH 51,PLATTE RIVER,49J20,ADEQ,97.90,180.00,3,26,1999,MORRISON COUNTY,COUNTY
MORRISON,CSAH 52,PIKE CREEK,49521,ADEQ,81.40,730.00,3,126,1978,MORRISON COUNTY,COUNTY
MORRISON,CSAH 52,SWAN RIVER,49523,ADEQ,99.90,730.00,3,90,1978,MORRISON COUNTY,COUNTY
MORRISON,CSAH 52,HAY CREEK,96763,ADEQ,97.90,410.00,3,30,1993,MORRISON COUNTY,COUNTY
MORRISON,CSAH 52,LITTLE TWO RIVER,96781,ADEQ,97.90,410.00,3,30,1993,MORRISON COUNTY,COUNTY
MORRISON,CSAH 6,SWAN RIVER,49516,ADEQ,93.20,445.00,3,70,1969,MORRISON COUNTY,COUNTY
MORRISON,CSAH 8,STREAM,95103,ADEQ,98.90,530.00,3,32,1982,MORRISON COUNTY,COUNTY
MORRISON,MN 371 SB,US 10 WB,49008,ADEQ,98.00,5250.00,3,206,1972,DISTRICT 3,STATE
MORRISON,MSAS 106,US 10,49019,ADEQ,94.50,435.00,3,285,1972,DISTRICT 3,STATE
MORRISON,MUN 12,LITTLE ELK RIVER,49J16,ADEQ,98.00,100.00,3,55,1999,MORRISON COUNTY,CITY
MORRISON,MUN 4,SWAN RIVER,49535,ADEQ,97.90,118.00,3,67,1993,MORRISON COUNTY,CITY
MORRISON,MUN 5(3RD ST),LITTLE ELK RIVER,49J17,ADEQ,98.00,130.00,3,55,1999,MORRISON COUNTY,CITY
MORRISON,MUN 8,S BR LITTLE ELK RIVER,49J12,ADEQ,98.00,120.00,3,58,1999,MORRISON COUNTY,CITY
MORRISON,OLD TH 371,FLETCHER CRK (CD # 14),49X05,ADEQ,85.00,12300.00,3,35,2004,MORRISON COUNTY,COUNTY
MORRISON,QUEST RD,PLATTE RIVER,49J44,ADEQ,96.90,300.00,3,32,2007,MORRISON COUNTY,COUNTY
MORRISON,TH 115,MISSISSIPPI RIVER, 4969,ADEQ,85.60,2000.00,3,412,1930,DISTRICT 3,STATE
MORRISON,TH 115,LITTLE ELK RIVER,49031,ADEQ,98.90,880.00,3,155,1979,DISTRICT 3,STATE
MORRISON,TH 210,CROW WING RIVER,49026,ADEQ,83.30,7900.00,3,395,1990,DISTRICT 3,STATE
MORRISON,TH 238,PIKE CREEK, 4221,F.O.,68.20,2250.00,3,43,1924,DISTRICT 3,STATE
MORRISON,TH 238,SWAN RIVER, 9047,ADEQ,65.40,1250.00,3,95,1956,DISTRICT 3,STATE
MORRISON,TH 238,LITTLE TWO RIVER,96680,ADEQ,97.80,1250.00,3,30,1989,DISTRICT 3,STATE
MORRISON,TH 25,PLATTE RIVER, 6321,ADEQ,96.40,1350.00,3,40,1938,DISTRICT 3,STATE
MORRISON,TH 25,BUCKMAN CREEK, 6370,ADEQ,93.90,2200.00,3,27,1940,DISTRICT 3,STATE
MORRISON,TH 25,SKUNK RIVER,49032,ADEQ,96.70,2200.00,3,38,1989,DISTRICT 3,STATE
MORRISON,TH 25,BUNKER HILL CREEK,49X01,ADEQ,97.90,1550.00,3,29,1998,DISTRICT 3,STATE
MORRISON,TH 27,RICE CREEK,  799,ADEQ,65.80,3200.00,3,25,1938,DISTRICT 3,STATE
MORRISON,TH 27,PLATTE RIVER, 5878,F.O.,37.20,2800.00,3,63,1940,DISTRICT 3,STATE
MORRISON,TH 27,MISSISSIPPI RIVER, 5907,ADEQ,67.70,13500.00,3,546,1941,DISTRICT 3,STATE
MORRISON,TH 27,SKUNK RIVER, 6711,ADEQ,89.00,1.00,3,37,1949,DISTRICT 3,STATE
MORRISON,TH 27,SKUNK RIVER, 6712,ADEQ,96.90,900.00,3,27,1949,DISTRICT 3,STATE
MORRISON,TH 27,STREAM, 6737,ADEQ,88.40,1300.00,3,27,1950,DISTRICT 3,STATE
MORRISON,TH 28,SWAN RIVER, 4715,ADEQ,66.00,1150.00,3,58,1927,DISTRICT 3,STATE
MORRISON,TH 28,IRISH CREEK, 6078,ADEQ,95.80,1150.00,3,23,1927,DISTRICT 3,STATE
MORRISON,TH 371,FLETCHER CREEK,49X04,ADEQ,70.00,12300.00,3,37,2005,DISTRICT 3,STATE
MORRISON,TH 371 NB,CSAH 46,49038,ADEQ,89.20,6100.00,3,199,2005,DISTRICT 3,STATE
MORRISON,TH 371 NB,TH 115,49040,ADEQ,89.20,6150.00,3,202,2005,DISTRICT 3,STATE
MORRISON,TH 371 SB,CSAH 46,49037,ADEQ,89.20,6100.00,3,199,2005,DISTRICT 3,STATE
MORRISON,TH 371 SB,TH 115,49039,ADEQ,98.00,6150.00,3,202,2005,DISTRICT 3,STATE
MORRISON,TNSP 334,STREAM,96240,ADEQ,100.00,30.00,3,28,2003,MORRISON COUNTY,TWP
MORRISON,TOWNSHIP RD 114,S BR LITTLE ELK RIVER,49J39,ADEQ,100.00,20.00,3,56,2002,MORRISON COUNTY,TWP
MORRISON,TOWNSHIP RD 139,PIKE CREEK,49J08,ADEQ,100.00,40.00,3,35,2002,MORRISON COUNTY,TWP
MORRISON,TOWNSHIP RD 152,TWO RIVERS,49J29,ADEQ,100.00,37.00,3,36,2002,MORRISON COUNTY,TWP
MORRISON,TOWNSHIP RD 454,HILLMAN CREEK,49J36,ADEQ,100.00,60.00,3,41,2002,MORRISON COUNTY,TWP
MORRISON,TOWNSHIP RD 458,SKUNK RIVER,49J28,ADEQ,100.00,77.00,3,35,2002,MORRISON COUNTY,TWP
MORRISON,TWP 110,LITTLE ELK RIVER,49530,ADEQ,96.90,50.00,3,96,1986,MORRISON COUNTY,TWP
MORRISON,TWP 138,LITTLE TWO RIVER,49J05,ADEQ,98.00,60.00,3,31,1996,MORRISON COUNTY,TWP
MORRISON,TWP 138,HAY CREEK,L9524,ADEQ,98.00,55.00,3,22,1974,MORRISON COUNTY,TWP
MORRISON,TWP 141,TWO RIVERS,L9533,ADEQ,96.00,36.00,3,32,1974,MORRISON COUNTY,TWP
MORRISON,TWP 149,TWO RIVERS,L9636,ADEQ,96.00,40.00,3,26,1942,MORRISON COUNTY,TWP
MORRISON,TWP 153,SWAN RIVER,49527,ADEQ,94.30,30.00,3,108,1981,MORRISON COUNTY,TWP
MORRISON,TWP 154(70th AVE),TWO RIVERS,49J43,ADEQ,100.00,60.00,3,29,2003,MORRISON COUNTY,TWP
MORRISON,TWP 158,STREAM,49J22,ADEQ,98.00,44.00,3,24,2000,MORRISON COUNTY,TWP
MORRISON,TWP 162,SWAN RIVER,49J15,ADEQ,98.00,35.00,3,43,1999,MORRISON COUNTY,TWP
MORRISON,TWP 164,SWAN RIVER,49J07,ADEQ,98.00,45.00,3,46,1997,MORRISON COUNTY,TWP
MORRISON,TWP 175,STREAM,R0094,ADEQ,82.80,55.00,3,21,1975,MORRISON COUNTY,TWP
MORRISON,TWP 201,TWO RIVERS,L2927,ADEQ,78.80,70.00,3,33,1940,MORRISON COUNTY,TWP
MORRISON,TWP 247,SKUNK RIVER,49525,ADEQ,93.10,55.00,3,84,1978,MORRISON COUNTY,TWP
MORRISON,TWP 247,LITTLE ROCK CREEK,L9637,S.D.,48.80,15.00,3,25,1976,MORRISON COUNTY,TWP
MORRISON,TWP 250,LITTLE ELK RIVER,49J04,ADEQ,98.00,40.00,3,72,1999,MORRISON COUNTY,TWP
MORRISON,TWP 259,SWAN RIVER,49507,ADEQ,79.70,30.00,3,62,1966,MORRISON COUNTY,TWP
MORRISON,TWP 259,TWO RIVERS,49J01,ADEQ,98.00,35.00,3,35,1995,MORRISON COUNTY,TWP
MORRISON,TWP 259,LITTLE TWO RIVER,49J06,ADEQ,98.00,45.00,3,31,1996,MORRISON COUNTY,TWP
MORRISON,TWP 275,SPUNK CREEK,96518,ADEQ,99.00,46.00,3,31,1992,MORRISON COUNTY,TWP
MORRISON,TWP 334,SKUNK RIVER,49538,ADEQ,98.00,64.00,3,95,1994,MORRISON COUNTY,TWP
MORRISON,TWP 353,RICE CREEK,49J24,ADEQ,98.00,22.00,3,27,2000,MORRISON COUNTY,TWP
MORRISON,TWP 353,PLATTE RIVER,L2895,S.D.,29.70,1.00,3,63,1915,MORRISON COUNTY,TWP
MORRISON,TWP 370,BIG MINK CREEK,L2896,S.D.,70.30,15.00,3,23,1928,MORRISON COUNTY,TWP
MORRISON,TWP 371,STREAM,95183,ADEQ,99.00,40.00,3,25,1980,MORRISON COUNTY,TWP
MORRISON,TWP 373,PLATTE RIVER,96968,ADEQ,99.00,33.00,3,53,1991,MORRISON COUNTY,TWP
MORRISON,TWP 376,SKUNK RIVER,L2911,S.D.,21.50,1.00,3,30,1940,MORRISON COUNTY,TWP
MORRISON,TWP 414,FLETCHER CREEK,L9436,ADEQ,98.00,10.00,3,29,1972,MORRISON COUNTY,TWP
MORRISON,TWP 439,PLATTE RIVER,49536,ADEQ,98.00,91.00,3,95,1990,MORRISON COUNTY,TWP
MORRISON,TWP 440,FLETCHER CREEK,95696,ADEQ,99.00,20.00,3,26,1983,MORRISON COUNTY,TWP
MORRISON,TWP 445,BIG MINK CREEK,96242,ADEQ,98.00,25.00,3,30,1986,MORRISON COUNTY,TWP
MORRISON,TWP 453,PLATTE RIVER,95339,ADEQ,99.00,30.00,3,46,1985,MORRISON COUNTY,TWP
MORRISON,TWP 462,SKUNK RIVER,96491,ADEQ,99.00,20.00,3,29,1993,MORRISON COUNTY,TWP
MORRISON,TWP 463,HILLMAN CREEK,L2909,S.D.,28.20,1.00,3,25,1931,MORRISON COUNTY,TWP
MORRISON,TWP 464,HILLMAN CREEK,96492,ADEQ,99.00,49.00,3,40,1994,MORRISON COUNTY,TWP
MORRISON,TWP 54,LITTLE ELK RIVER, 2930,S.D.,60.00,4.00,3,33,1918,MORRISON COUNTY,TWP
MORRISON,TWP 56,LITTLE ELK RIVER,49J19,ADEQ,92.80,30.00,3,25,1999,MORRISON COUNTY,TWP
MORRISON,TWP 601,TWO RIVERS,L5991,ADEQ,82.50,60.00,3,62,1975,MORRISON COUNTY,TWP
MORRISON,TWP 70,LITTLE ELK RIVER,L9771,ADEQ,98.00,18.00,3,26,1978,MORRISON COUNTY,TWP
MORRISON,TWP 71,S BR LITTLE ELK RIVER,96490,ADEQ,98.00,36.00,3,23,1988,MORRISON COUNTY,COUNTY
MORRISON,TWP 814,PLATTE RIVER,L9437,ADEQ,90.80,15.00,3,78,1973,MORRISON COUNTY,TWP
MORRISON,US 10,S BR LITTLE ELK RIVER, 9237,ADEQ,63.50,8100.00,3,41,1958,DISTRICT 3,STATE
MORRISON,US 10,BNSF RR & CSAH 76,49009,ADEQ,95.40,10200.00,3,271,1974,DISTRICT 3,STATE
MORRISON,US 10,MISSISSIPPI RIVER,49010,ADEQ,97.10,10200.00,3,997,1973,DISTRICT 3,STATE
MORRISON,US 10,MISS. RIVER BACK CHANNEL,49020,ADEQ,91.70,10200.00,3,80,1973,DISTRICT 3,STATE
MORRISON,US 10,LONG PRAIRIE RIVER,49035,ADEQ,79.50,8500.00,3,181,1994,DISTRICT 3,STATE
MORRISON,US 10 EB,MN 27,49006,ADEQ,98.00,8900.00,3,106,1973,DISTRICT 3,STATE
MORRISON,US 10 EB,BNSF RR & CSAH 52,49012,ADEQ,96.90,4700.00,3,394,1974,DISTRICT 3,STATE
MORRISON,US 10 EB,CSAH 13,49016,ADEQ,98.20,4700.00,3,178,1974,DISTRICT 3,STATE
MORRISON,US 10 EB,LITTLE ELK RIVER,49024,ADEQ,98.50,3250.00,3,87,1978,DISTRICT 3,STATE
MORRISON,US 10 RAMP,US 10,49004,ADEQ,100.00,3000.00,3,374,1973,DISTRICT 3,STATE
MORRISON,US 10 WB,MN 27,49005,ADEQ,98.00,8900.00,3,106,1973,DISTRICT 3,STATE
MORRISON,US 10 WB,BNSF RR & CSAH 52,49011,ADEQ,96.90,4700.00,3,394,1974,DISTRICT 3,STATE
MORRISON,US 10 WB,CSAH 13,49015,ADEQ,98.20,4700.00,3,178,1974,DISTRICT 3,STATE
MORRISON,US 10 WB,LITTLE ELK RIVER,49023,ADEQ,98.50,3250.00,3,87,1978,DISTRICT 3,STATE
MOWER,118th ST (TWP 55),OTTER CREEK,50J60,ADEQ,100.00,35.00,6,42,2004,MOWER COUNTY,COUNTY
MOWER,12 ST (MSAS 152),DOBBINS CREEK,50586,ADEQ,97.90,926.00,6,106,2007,MOWER COUNTY,COUNTY
MOWER,24 AVE (MUN 128),WOLF CREEK,50J93,ADEQ,99.20,10.00,6,22,2007,MOWER COUNTY,COUNTY
MOWER,300 ST (TWP 267),TRIB TO ROBERTS CREEK,50J87,ADEQ,100.00,44.00,6,26,2007,MOWER COUNTY,COUNTY
MOWER,525 AVE (TWP 146),TRIB TO CEDAR RIVER,50J90,ADEQ,100.00,24.00,6,26,2007,MOWER COUNTY,COUNTY
MOWER,560 AVE (TWP 54),DITCH,50J91,ADEQ,100.00,20.00,6,22,2007,MOWER COUNTY,COUNTY
MOWER,620 AVE (TWP 200),ROSE CREEK,50J65,ADEQ,99.00,50.00,6,42,2006,MOWER COUNTY,COUNTY
MOWER,650 AVE (TWP 127),N BR ROOT RIVER,50J79,ADEQ,100.00,50.00,6,35,2006,MOWER COUNTY,COUNTY
MOWER,660th AVE (MUN 16),LITTLE CEDAR RIVER,50J74,ADEQ,100.00,40.00,6,42,2004,MOWER COUNTY,COUNTY
MOWER,680 AVE (TWP 279),STREAM,50J81,ADEQ,100.00,50.00,6,36,2006,MOWER COUNTY,COUNTY
MOWER,740 AVE (CSAH 8),DEER CREEK,50J99,ADEQ,99.90,896.00,6,55,2008,MOWER COUNTY,COUNTY
MOWER,795 AVE (TWP 225),STREAM,50J89,ADEQ,100.00,47.00,6,26,2007,MOWER COUNTY,COUNTY
MOWER,CR 55,STREAM,95347,ADEQ,96.30,50.00,6,47,1980,MOWER COUNTY,COUNTY
MOWER,CR 57,STREAM,50522,S.D.,61.90,200.00,6,75,1970,MOWER COUNTY,COUNTY
MOWER,CR 59,ROSE CREEK, 5069,S.D.,62.00,45.00,6,53,1931,MOWER COUNTY,COUNTY
MOWER,CR 60,ROSE CREEK, 5068,S.D.,55.10,30.00,6,58,1931,MOWER COUNTY,COUNTY
MOWER,CR 61,DOBBINS CREEK,50526,ADEQ,89.50,1650.00,6,107,1973,MOWER COUNTY,COUNTY
