"ID","NAME","TREASURER","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","DESIGNATE","TYPE","PARTY","FILEFREQ","INTEREST","CONNECTED","CAND_ID","COMMCODE"
"C00425983","JACOB TURK FOR CONGRESS","DOUGLAS L FREEMAN","417 SE ANNETTE STREET",,"LEE'S SUMMIT","MO","64063","P","H","REP","Q",,,"H6MO05189",
"C00425991","NESTOR FOR CONGRESS","ALBI MATEO","PO BOX 970635",,"WAIPAHU","HI","96797","P","H","DEM","Q",,,"H6HI02327",
"C00426007","HANALEI Y AIPOALANI FOR CONGRESS","DENICE KELIIKOA","PO BOX 2861",,"NANAKULI","HI","96792","P","H","DEM","Q",,,"H6HI02335",
"C00426023","MAJORITY PAC","ROBERT C. ONDICK, TREASURER","551 MAIN STREET","SUITE 120","JOHNSTOWN","PA","15901","U","Q",,"Q",,"NONE",,
"C00426031","GUTHRIE FOR SENATE","MARK SAN SOUCI","10002 AURORA AVENUE N SUITE 36","PMB 2263","SEATTLE","WA","98133","P","S","LIB","T",,,"S6WA00271",
"C00426049","COMMITTEE TO ELECT DAVID KOCH PRESIDENT","DAVID KOCH","PO BOX 8727",,"MIDVALE","UT","84047","P","P","NNE","Q",,,"P80003155",
"C00426056","SARGENT FOR CONGRESS","JILL EVANS","PO BOX 1115",,"CEDAREDGE","CO","81413","P","H","LIB","T",,,"H6CO03147",
"C00426064","AMERICAN PARTY; THE","TERRY BARKDULL","193 WHITE BUTTE ST",,"HENDERSON","NV","89012","P","P",,"Q",,,"P80003148",
"C00426072","GIANT EAGLE INC PAC","MARK J MINNAUGH","101 KAPPA DRIVE","RIDC PARK","PITTSBURGH","PA","15238",,"N",,"Q","C","GIANT EAGLE INC",,
"C00426080","RIVERS FOR CONGRESS","KASHEEN BAHANNA FARR","3010 FIRST AVENUE",,"SEATTLE","WA","98121","A","H","REP","Q",,,"H6WA07409",
"C00426098","COMMITTEE TO ELECT TERRY HOLLEY","TERENCE A DICKS","PO BOX 1746",,"EVANS","GA","30809","P","H","DEM","A",,,"H6GA10142",
"C00426106","BLESSINGER FOR CONGRESS","GEORGE SAMBUS","PO BOX 778",,"SYOSSET","NY","11791","P","H","CON","T",,,"H6NY04120",
"C00426114","FARM AND RANCH LAND PROTECTION PAC","JUDY ARLENE GROSSI","4105 NOVATO BLVD",,"NOVATO","CA","94947","U","N",,"Q",,"NONE",,
"C00426122","EMPOWERING EACH COMMUNITY PAC","THOMAS A GENTILE","5530 WISCONSIN AVENUE SUITE 1209",,"CHEVY CHASE","MD","20815","U","N",,"Q",,"NONE",,
"C00426130","CAMDEN FOR CONGRESS COMMITTEE","DEBORAH K MCCONNELL","4418 VALLE VISTA",,"PITTSBURG","CA","94565","P","H","LIB","Q",,,"H6CA07118",
"C00426148","BRACKETT FOR CONGRESS COMMITTEE","RAYMOND RUDOLPH GADDIS","2787 EAST END RD",,"SEVIERVILLE","TN","37876","P","H",,"T",,,"H6TN01420",
"C00426155","GENTGES FOR CONGRESS","KEITH BROWN","PO BOX 14116",,"TULSA","OK","74159","P","H","DEM","T",,,"H6OK01177",
"C00426163","NY ST CONF OF THE INT'L UNION OF OPERATING ENGINEERS FED VPAF (NYS CONF IUOE FED VPAF)","MCSPEDON, WILLIAM J","111 WASHINGTON AVENUE SUITE 201",,"ALBANY","NY","12210","U","Q",,"Q","L","IUOE LOCAL 463 PAC",,
"C00426171","ROBERT TAYLOR FOR CONGRESS","VINCENT BEN MILLER","1391 ALTOONA ROAD/PO BOX 3","CHINOOK INDIAN COUNTRY","ROSBURG","WA","98643","P","H","DEM","Q",,,"H6WA03150",
"C00426189","COMMITTEE TO ELECT JIMMY MATHIS","JAMES DOUGLAS MATHIS","4016 HOLLY KNOLL DRIVE",,"GLEN ARM","MD","21057","P","H","REP","T",,,"H6MD02153",
"C00426205","FIFTH CONGRESSIONAL DISTRICT REPUBLICAN COMMITTEE","TIM KIRK","PO BOX 32801",,"FRIDLEY","MN","55432",,"Y","REP","Q",,"REPUBLICAN PARTY OF MINNESOTA",,
"C00426213","L SCOTT D'AMBOISE FOR CONGRESS","L SCOTT D'AMBOISE","PO BOX 52",,"LISBON FALLS","ME","04252","P","H","REP","A",,,"H6ME02114",
"C00426221","MATSUNAGA-U S CONGRESS","GARRET HAYASHI","745 FORT STREET SUITE 1500",,"HONOLULU","HI","96813","P","H","DEM","Q",,,"H0HI01058",
"C00426239","ROMP IV 2006","LISA LISKER","228 S WASHINGTON ST STE 115",,"ALEXANDRIA","VA","22314","J","H",,"T",,,"H6IA01106",
"C00426247","SOUTHEAST ROMP","LISA LISKER","228 S WASHINGTON ST STE 115",,"ALEXANDRIA","VA","22314","J","H",,"T",,,"H6WV01053",
"C00426262","COMMITTEE TO ELECT JAKE FORD FOR CONGRESS; THE","SIR ISAAC FORD","1020 MURRAY HILL LANE",,"MEMPHIS","TN","38120","P","H","IND","T",,,"H6TN09381",
"C00426270","COMMITTEE TO ELECT ROBERT DENISON TO CONGRESS 10TH DISTRICT HOUSE OF REPRESENATIVES","GENE POOLE","7026 GRENADIER",,"SHELBY TWP","MI","48317","A","H","DEM","T",,,"H6MI10136",
"C00426296","GOLDMARK FOR CONGRESS","JOHN FENTON ROSKELLEY","PO BOX 1512",,"SPOKANE","WA","99210","P","H","DEM","T",,,"H6WA05122",
"C00426304","FRIENDS OF GINNY WELSCH","Thomas, Joseph N. II","5001 Indiana Avenue",,"Nashville","TN","37209","P","H","IND","A",,,"H6TN05280",
"C00426312","CITIZENS FOR JIM RINCK","BONNIE CHRISTIE","146 MONROE CENTER NW SUITE 1108",,"GRAND RAPIDS","MI","49503","P","H","DEM","T",,,"H6MI03131",
"C00426320","LIBERTARIAN PARTY OF INDIANA","TODD SINGER","156 E MARKET ST SUITE 405",,"INDIANAPOLIS","IN","46204",,"Y",,"Q",,"NONE",,
"C00426338","ORGANIC CONSUMERS FUND PAC","ALEXIS BADEN-MAYER","1858 MINTWOOD PLACE NW #4",,"WASHINGTON","DC","20009",,"N",,"Q","W","ORGANIC CONSUMERS FUND",,
"C00426346","BELLEW FOR CONGRESS","RICHARD A WIENER","PO BOX 101",,"MORGANVILLE","NJ","07751","P","H","REP","T",,,"H6NJ06203",
"C00426353","NOY FOR CONGRESS COMMITTEE","NATHAN NOY","2580 MARCUS RUN RD",,"WAVERLY","OH","45690","P","H","IND","T",,,"H6OH02268",
"C00426361","PROTECTSENIORS.ORG POLITICAL ACTION COMMITTEE","EILEEN T LAWRENCE","4505 SILVER HILL CT","SOUTH BLDG","SUMERDUCK","VA","22742","U","Q",,"Q","T","PROTECTSENIORS.ORG",,
"C00426379","GIBSON 4 CONGRESS","BRIAN GIBSON","424 OREGON ST",,"EL SEGUNDO","CA","90245","P","H","REP","T",,,"H6CA36125",
"C00426387","LARRY ISHMAEL FOR CONGRESS","CARL E PETERSON","218 MAIN ST SUITE 500",,"KIRKLAND","WA","98033","P","H","REP","Q",,,"H6WA01162",
"C00426395","JOHN EDWARDS FOR CONGRESS","NORMITA B LUBAG","339 DELARONDE ST",,"NEW ORLEANS","LA","70114","P","H","DEM","T",,,"H6LA02116",
"C00426403","WISCONSIN GREEN PARTY","ROBIN LUTZ","2619 OAKWOOD CIRCLE",,"OSHKOSH","WI","54904","U","X",,"Q",,"GREEN PARTY OF THE UNITED STATES",,
"C00426411","NEVADA'S INDEPENDENT VOTERS FORUM","JENNIFER SHARP","524 HOLCOMB AVENUE",,"RENO","NV","89502",,"N",,"T",,"NONE",,
"C00426429","MCGILL FOR CONGRESS COMMITTEE","STEPHANIE E ALM","2900 CECIL AVENUE",,"KNOXVILLE","TN","37917","P","H","REP","T",,,"H6TN02139",
"C00426437","AMERICAN COUNCIL ON REFORM POLICY","EGAN E CROVER","PO BOX 6623",,"RICHMOND","VA","23230",,"N",,"T",,"NONE",,
"C00426445","ABIOMED INC POLITICAL ACTION COMMITTEE (ABIOMED PAC)","Sutherby, Daniel J.","22 CHERRY HILL DRIVE",,"DANVERS","MA","01923",,"N",,"Q","C","Abiomed, Inc.",,
"C00426452","FRIENDS OF JERRY COFFEE","SHARON M WONG","PO BOX 3018",,"AIEA","HI","96801","P","S",,"Q",,,"S6HI00198",
"C00426460","ROCKLAND BUSINESS ASSOCIATION INC PAC (RBA PAC)","DENIS J O'LEARY","ONE BLUE HILL PLAZA PO BOX 1567","C/O AL SAMUELS","PEARL RIVER","NY","10965","U","N",,"Q","T","ROCKLAND BUSINESS ASSOCIATION INC",,
"C00426478","PENNSYLVANIA COAL PAC","LORA J SHARP","212 N THIRD ST SUITE 102",,"HARRISBURG","PA","17101","U","N",,"T","T","PENNSYLVANIA COAL ASSOCIATION",,
"C00426486","CITIZEN ARTISTE","DINA LYDIA JOHNSON","PO BOX 46334",,"SEATTLE","WA","98146",,"N",,"A",,"NONE",,
"C00426494","FOR OUR REPUBLIC'S TRADITIONS FUND AKA FORT FUND","Anfinson, T Edward Mr.","PO Box 30883",,"Lincoln","NE","68503",,"N",,"M",,"None",,
"C00426528","RHODE ISLAND STATE RIGHT TO LIFE COMMITTEE INC","M MICHAEL MOTTA","PO BOX 28285",,"PROVIDENCE","RI","02908","U","N",,"Q",,"NONE",,
"C00426536","LANGE4CONGRESS","ROXANNE LANGE","PO BOX 422",,"HIRAM","OH","44234","A","H","NNE","T",,,"H6OH14180",
"C00426544","CONNER FOR CONGRESS","Conner, Carolyn Ann","3193 Kingfisher Place",,"Beavercreek","OH","45431","P","H","DEM","Q",,,"H6OH07101",
"C00426551","MARLOWEPAC","Jamison, Teresa D","1667 K Street NW, Suite 480",,"Washington","DC","20006",,"N",,"Q",,,,
"C00426569","INDEPENDENT PETROLEUM ASSOCIATION OF MOUNTAIN STATES PAC (IPAMS PAC)","ANDREW BREMNER","410 17th Street  Suite 700",,"Denver","CO","80202",,"N",,"Q","T","INDEPENDENT PETROLEUM ASSOCIATION OF M",,
"C00426593","BERTELSEN FOR CONGRESS.COM","CHARLES C MCCLOSKEY","PO BOX 510751",,"ST LOUIS","MO","63151","P","H","REP","T",,,"H6MO03291",
"C00426601","SUDDENLINK PAC","RALPH KELLY","12444 POWERSCOURT DRIVE SUITE 420",,"ST LOUIS","MO","63131",,"N",,"Q","C","SUDDENLINK COMMUNICATIONS",,
"C00426619","RALEIGH FOR CONGRESS","JERRY G PATRICK","PO BOX 9703",,"NISKAYUNA","NY","12309","P","H","DEM","A",,,"H6NY21124",
"C00426627","DONNELLY FOR CONGRESS","BRIAN M MELBER","PO BOX 515",,"BUFFALO","NY","14223","P","H","REP","A",,,"H6NY28053",
"C00426635","MARK BEATTY FOR US SENATE","MARK STANTON BEATTY","POB 5484",,"KANEOHE","HI","96744","P","S",,"Q",,,"S6HI00206",
"C00426643","MARK G FLANAGAN FOR CONGRESS","RICHARD W WOOD","PO BOX 14087",,"BRADENTON","FL","34280","P","H","REP","T",,,"H6FL13171",
"C00426650","SAIL TO VICTORY 2006","JOHN PATRICK ANDERSON","120 MARYLAND AVENUE NE",,"WASHINGTON","DC","20002","J","S",,"T",,,"S6RI00221",
"C00426684","CHABOT - OHIO VICTORY '06 COMMITTEE","KEITH DAVIS","228 S WASHINGTON ST STE 115",,"ALEXANDRIA","VA","22314","J","Q",,"T",,,"H8OH01043",
"C00426692","SCHANSBERG FOR CONGRESS","JOHN R HARBESON","305 DEER RUN DRIVE",,"SELLERSBURG","IN","47172","P","H","LIB","Q",,,"H6IN09119",
"C00426700","INTO THE BLUE FEDERAL ACCOUNT","JANE MURFETT","503 SOUTH GARTH AVE",,"COLUMBIA","MO","65203","U","N",,"T",,"NONE",,
"C00426718","ROBINSON COMMITTEE, LLC","Robinson, Jack E.","P.O. Box 2587",,"Duxbury","MA","02331","P","H","REP","Q",,"Robinson Committee-Senate","H6MA09149",
"C00426726","KEVIN RAY SMITH FOR CONGRESS","KEVIN SMITH","PO BOX 1058",,"MINNETONKA","MN","55345","P","H","DFL","Q",,,"H6MN03121",
"C00426734","NOLAN FOR CONGRESS","DAVID J EUCHNER","1718 E SPEEDWAY BLVD #140",,"TUCSON","AZ","85719","P","H","LIB","T",,,"H6AZ08137",
"C00426742","JTK FOR CONGRESS","FRANCES BERNI","115 WIGHT AVENUE","PO BOX 88","HUNT VALLEY","MD","21031","P","H","REP","Q",,,"H6MD06147",
"C00426759","ANDRE PEERY FOR CONGRESS COMMITTEE","RITA BEANE TURNER","PO BOX 1436",,"SALEM","VA","24153","P","H","IND","T",,,"H6VA06116",
"C00426767","KOZAK FOR CONGRESS","JOANNE M IVANCIC","507 NORTH BENTZ STREET","PO BOX 1367","FREDERICK","MD","21701","P","H","GRN","T",,,"H6MD06154",
"C00426775","CHARTER COMMUNICATIONS INC PAC","Megan Delany","1919 Pennsylvania Ave. N.W.","Ste. 200","Washington","DC","20006","U","Q",,"M","C","CHARTER COMMUNICATIONS INC",,
"C00426783","COMMITTEE TO ELECT RICK TRENT; THE","LISA JO TRENT","730 SPRUCE ST",,"MORRISTOWN","TN","37813","P","H","DEM","T",,,"H6TN01404",
"C00426791","JOHN MERTENS FOR US SENATE","ANN MARIE KRUPSKI","3 STORY DR",,"WEST HARTFORD","CT","06110","P","S",,"T",,,"S6CT05082",
"C00426809","MADISON PAC; THE","BRIAN J AHERN","235 STATE STREET #206",,"SPRINGFIELD","MA","01103","U","N",,"Q",,"NONE",,
"C00426817","HAWKINS FOR SENATE 2006","ROBERT CHARLES KEHOE JR","PO BOX 562","PO BOX 562","SYRACUSE","NY","13205","P","S","GRN","T",,,"S6NY00342",
"C00426825","PROGRESS FOR A NEW GENERATION","Durkee, Kinde","1212 S VICTORY BLVD",,"BURBANK","CA","91502","U","N",,"Q",,"NONE",,
"C00426833","FRIENDS OF EDMUND LEATHER","EUGENE L POULIOT","PO BOX 16503","RUMFORD","EAST PROVIDENCE","RI","02916","P","H","REP","T",,,"H6RI01088",
"C00426841","JIM NACHMAN FOR CONGRESS","BONNIE C REED","808 North Hamilton Street",,"Richmond","VA","23221","P","H","DEM","T",,,"H6VA07106",
"C00426858","WINDSTREAM PENNSYLVANIA PAC","WALT SMAIL","109 CRYTZER ROAD",,"KITTANNING","PA","16201","U","N",,"T","C","WINDSTREAM CORPORATION",,
"C00426866","COMMITTEE FOR ROBIN ADAIR US SENATE","ROBIN ADAIR","PO BOX 55698",,"SEATTLE","WA","98155","P","S",,"T",,,"S6WA00289",
"C00426874","FEDERATION OF EXCHANGE ACCOMODATORS 1031 PAC","Brown, David A.","1155 21st Street, NW","Suite 300","Washington","DC","20036","U","N",,"M","T","Federation of Exchange Accomodators",,
"C00426882","MORE CONSERVATIVES PAC","Sederholm, Pamela","675 N WASHINGTON STREET","SUITE 410","ALEXANDRIA","VA","22314","U","Q",,"Q",,"None",,
"C00426890","GROW AMERICA PAC","D. Todd Meredith","2875 Towerview Rd. Ste. 1000",,"Herndon","VA","20171","U","N","REP","T",,"NONE",,
"C00426924","NEIL EVANGELISTA FOR CONGRESS","NEIL EVANGELISTA","356 NW 35TH PLACE",,"BOCA RATON","FL","33431","P","H",,"A",,,"H6FL22065",
"C00426932","COMMITTEE TO ELECT CECIL HALE","CECIL RAY HALE","7012 W TEXEL COVE",,"MEMPHIS","TN","38133","P","H","REP","T",,,"H6TN09373",
"C00426940","BARBARA JEAN PRYOR FOR CONGRESS COMMITTEE","PRISCILLA S BERRY","PO BOX 800",,"AMHERST","VA","24521","P","H","IND","T",,,"H6VA06124",
"C00426957","CLARK AND SUSAN DURANT PAC; THE","CLARK DURANT","430 CHALFONTE AVE",,"GROSSE POINTE FARM","MI","48236",,"N",,"T",,"NONE",,
"C00426965","LIVABLE COMMUNITIES PAC","ELIZABETH MARTINEZ-BALDICK","1831 BAY STREET SE",,"WASHINGTON","DC","20003",,"N",,"Q",,"NONE",,
"C00426973","SCOTT FOR RHODE ISLAND","JAY F JACOT","PO BOX 2527",,"PROVIDENCE","RI","02906","P","H","REP","A",,,"H6RI01096",
"C00426981","PRESIDENTIAL CAMPAIGN COMMITTEE FOR FORRESTER FOR PRESIDENT","CANDICE MARIE ROSENBERGER","PO BOX 24874",,"DENVER","CO","80224","P","P","DEM","T",,,"P80003098",
"C00426999","PAUL SPAUSE FOR CONGRESS","MICHELLE MARIE BENNETT","PO BOX 8747",,"ELKRIDGE","MD","21075","P","H","REP","Q",,,"H6MD03391",
"C00427013","REPUBLICAN ITALIAN AMERICAN PAC (RIA PAC)","JOHN MARINO","600 14TH STREET NW","HAMILTON SQUARE 5TH FLOOR","WASHINGTON","DC","20005",,"N",,"Q",,"NONE",,
"C00427021","AMYLIN PHARMACEUTICALS, INC. POLITICAL ACTION COMMITTEE","Rowland, Lloyd","1401 Eye Street NW","Ste. 330","Washington","DC","20005",,"N",,"Q","C","Amylin Pharmaceuticals, Inc.",,
"C00427039","PROGRESSIVE NEIGHBORS MD","FELICIA EBERLING","1001 SPRING STREET APT 924",,"SILVER SPRING","MD","20910",,"N",,"Q",,"NONE",,
"C00427047","AMY KLOBUCHAR VICTORY COMMITTEE","TOM PERRON","PO BOX 4146",,"ST PAUL","MN","55104","J","Q",,"T",,"MN DEM FARM LABOR PARTY","S6MN00267",
"C00427054","MOSLER FOR CONGRESS","REGINALD PERRY","5000 ESTATE SOUTHGATE",,"CHRISTIANSTED","VI","00820","P","H","IND","T",,,"H4VI00120",
"C00427062","PALOS VERDES PENINSULA DEMOCRATIC CLUB","EVELYN GRANATA","PO BOX 2234",,"PALOS VERDES PENIN","CA","90274","U","N",,"A",,"NONE",,
"C00427070","MEDICAL MANAGEMENT INTERNATIONAL INC/BANFIELD QUALITY PET CARE PAC","Cushing, Mark Louis","8000 NE Tillamook St",,"Portland","OR","97213",,"N",,"T","C","Medical Management International Inc.",,
"C00427088","VIRGINIA SENATE 2006","CHRIS KOOB","120 MARYLAND AVE NE",,"WASHINGTON","DC","20002","J","S",,"T",,"DSCC","S6VA00127",
"C00427104","IRISH BREAKFAST CLUB LEADERS POLITICAL ACTION COMMITTEE; THE","DIANE LENEGHAN TOMB","1350 I STREET NW SUITE 200",,"WASHINGTON","DC","20005",,"N",,"Q","T","THE IRISH BREAKFAST CLUB",,
"C00427112","CONNECTICUT FOR CHANGE","STEVEN G MEDNICK","P.O. Box 1372",,"Vernon","CT","06066","J","N",,"Q",,,"H6CT05124",
"C00427120","COMMITTEE TO BUILD DOME HOMES","BOB LEONARD FORTHAN","6304 NE 23RD AVE",,"PORTLAND","OR","97211","P","P",,"T",,,"P80003189",
"C00427138","COMMITTEE TO ELECT DANIEL MILLER","DANIEL MILLER","PO BOX 1743",,"FRIDAY HARBOR","WA","98250","P","H","REP","T",,,"H6WA03168",
"C00427146","SAL MOHAMED FOR PRESIDENT","SAL MOHAMED","2300 INDIAN HILLS DR #3-323",,"SIOUX CITY","IA","51104","P","P",,"Q",,,"P80003197",
"C00427153","LATINO CHRISTIAN POLITICAL COMMITTEE","JOSE RIVERO","PO BOX 1085",,"PEORIA","AZ","85380",,"N",,"Q",,"NONE",,
"C00427161","WAIT A MINUTE PROJECT","LARRY GRANT","4608 ST CROIX TR S",,"AFTON","MN","55001",,"N",,"Q",,"NONE",,
"C00427187","AMERICA FIRST POLITICAL ACTION COMMITTEE","PETER PATRONE","611 PENNSYLVANIA AVE SE #308",,"WASHINGTON","DC","20003","U","N",,"Q",,"NONE",,
"C00427195","SOUTHWEST BUSINESS CORPORATION PAC (SWBCPAC)","Van Eman, Murray H.","200 Concord Plaza","Suite 425","San Antonio","TX","78216","U","N",,"Q","C","Southwest Business Corporation",,
"C00427203","PENINSULA DEMOCRATIC COALITION","JOSEPH ROLFE","1360 EMERSON STREET",,"PALO ALTO","CA","94301",,"N",,"Q",,"NONE",,
"C00427211","THIS IS REGARDING THE REAL ELECTORAL PROCESS DURING THE TERMS FOR PRESIDENT KIP LEE","KIP LEE","7039 DAVID TRAIL",,"REDDING","CA","96001","A","P",,"A",,,"P20000055",
"C00427229","COMMITTEE TO ELECT SEKHON FOR CONGRESS","DALJIT KAUR SEKHON","1085 GRAY AVE",,"YUBA CITY","CA","95991","P","H","DEM","Q",,,"H4CA02072",
"C00427237","FRIENDS OF VIOLA THOMAS-HUGHES","MARY ANN PETERSON","PO BOX 304",,"BRIDGETON","NJ","08302","P","H","DEM","T",,,"H6NJ02145",
"C00427245","BLACK PROGRESSIVE POLITICAL ACTION COMMITTEE","LEUTISHA LAGALE STILLS","3001 PARK CENTER DR #421",,"ALEXANDRIA","VA","22302","U","N",,"Q",,,,
"C00427252","PAUL RUSSELL ROSENBERGER PRESIDENT USA 2000-2020 THE ALL AMERICAN UNITED INDEPENDENTS PTY","MEGAN CHASE","500 SANTA MARIA EISENHOWER 6","RANCH SANTA PAULA","SANTA PAULA","CA","93060","P","P",,"Q",,,"P40003329",
"C00427260","STANISLAUS COUNTY DEMOCRATIC CENTRAL COMMITTEE-FEDERAL","Copeland, Rita","5429 Madison Avenue",,"Sacramento","CA","95841",,"X","DEM","Q",,"None",,
"C00427278","HAL SPAKE FOR CONGRESS","LINDA WADE","11325 S TIMBERLINE DR",,"NORMAN","OK","73026","P","H","DEM","A",,,"H6OK04106",
"C00427286","COMMERCE, HOPE, INNOVATION","Lane, Danna S.","228 S WASHINGTON STREET SUITE B20",,"ALEXANDRIA","VA","22314","U","Q",,"M",,,,
"C00427294","LEON POLITICAL ACTION COMMITTEE","DANIEL LOPEZ","11501 SOUTHWEST 40 STREET",,"MIAMI","FL","33165","U","N",,"Q","C","NONE",,
"C00427328","DERRICK SHEPHERD CAMPAIGN COMMITTEE","shepherd, derrick","2009 ames","blvd","marrero","LA","70072","P","H","DEM","Q",,,"H6LA02124",
"C00427336","ILLINOIS VICTORY 2006","ANN MARIE HABERSHAW","430 SOUTH CAPITOL STREET SE 2ND FL",,"WASHINGTON","DC","20003","J","Q",,"T",,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMM","H6IL06141",
"C00427344","DRAFT GORE","EVA LEVY RITCHEY","625 EL DORADO",,"OAKLAND","CA","94611","U","I",,"Q",,,,
"C00427351","WASHINGTON-US SENATE VICTORY COMMITTEE","LISA LISKER","228 S WASHINGTON ST STE 115",,"ALEXANDRIA","VA","22314","J","Q",,"T",,"WASHINGTON STATE REPUBLICAN PARTY","S6WA00248",
"C00427369","BOMP-BOWLING FOR OUR MAJORITY PARTY","CHRISTOPHER J WARD","PO BOX 40366",,"WASHINGTON","DC","20016","J","H",,"T",,,"H4PA07027",
"C00427377","FRIENDS OF CHRISTINE O'DONNELL","CHRISTINE O'DONNELL","PO BOX 3987",,"WILMINGTON","DE","19805","A","S",,"T",,,"S6DE00131",
"C00427401","CONSERVATIVE & REPUBLICAN TOGETHER EQUALS RESULTS PAC","Harris, D. Craig","7315 Wisconsin Avenue","Suite 310 East","Bethesda","MD","20814","D","Q",,"M",,"Judge John Carter",,
"C00427419","GRAND RAPIDS AREA CHAMBER OF COMMERCE/PAC II","JEANNE ENGLEHART","111 PEARL ST NW",,"GRAND RAPIDS","MI","49503",,"N",,"A","T","GRAND RAPIDS AREA CHAMBER OF COMMERCE",,
"C00427427","PINNACLE BANCORP INC PAC","MARK A HESSER","1401 N STREET",,"LINCOLN","NE","68508",,"N",,"Q","C","PINNACLE BANCORP INC",,
"C00427435","MAVERICK PAC USA","Van Eman, Murray H.","200 Concord Plaza","Suite 425","San Antonio","TX","78216","U","Q",,"Q",,"None",,
"C00427443","MORTMEIERFORCONGRESS.COM","RAYFIELD DONALD MONSIE JR","633 HIGH STREET SUITE 105",,"HAMILTON","OH","45011","P","H","DEM","T",,,"H0OH08060",
"C00427450","WORKING FAMILIES PARTY OF AMERICA NATIONAL VOTERS REGISTRATION COMMITTEE NATL COMMITTEE HQ","J J WHEELING","PO BOX 2652 FRANKLIN",,"FORT BRAGG","CA","95437",,"X","OTH","T",,"WORKING FAMILIES PARTY OF CALIF STATE",,
"C00427468","WORKING FAMILIES PARTY OF AMERICA NATIONAL HQ BUILDING FUND COMITTEE NAT CMTE","JOHN WHEELING","PO BOX 2652",,"FORT BRAGG","CA","95437",,"X","OTH","T",,"WORKING FAMILIES PARTY OF CALIFORNIA S",,
"C00427476","RICHARD JOHN FRANK","RICHARD JOHN FRANK","909 CAPITOL WAY RM 112",,"OLYMPIA","WA","98501","P","H","IND","Q",,,"H6WA00032",
"C00427484","PETTIT 4 SENATE 2008","TY PETTIT","PO BOX 4185",,"TUALATIN","OR","97062","P","S",,"T",,,"S4OR00131",
"C00427492","BEREN FOR CONGRESS","KYLEEN NICCOLLS","1916 Pike Place","#12667","Seattle","WA","98101","P","H","REP","Q",,,"H6WA07391",
"C00427500","LA ROMPA VICTORY COMMITTEE","LISA LISKER","228 S WASHINGTON ST STE 115",,"ALEXANDRIA","VA","22314","J","H",,"T",,,"H8NM01174",
"C00427534","IRAQ VETERANS FOR PROGRESS","David L. Gould","555 South Flower St. Suite 4210",,"Los Angeles","CA","90071","U","Q",,"Q",,,,
"C00427542","CONSOLIDATED COMMUNICATIONS PAC INC FEDERAL","MICHAEL SHULTZ","350 S LOOP 336 W",,"CONROE","TX","77304",,"N",,"Q","C","CONSOLIDATED COMMUNICATIONS INC/CONS C",,
"C00427559","NEW YORKERS FOR CHANGE 2006","HERBERT C MILLANE","PO BOX 8508",,"UTICA","NY","13505","J","N",,"T","C",,"H6NY25125",
"C00427567","EMMIE ROSS FOR CONGRESS","OLIVE S WEDDERBURN","507 5TH AVENUE",,"FT PIERCE","FL","34985","P","H",,"Q",,,"H6FL16075",
"C00427575","EASTERN WASHINGTON VOTERS","BRYAN E BURKE","605 NW Fisk, #9b",,"Pullman","WA","99163",,"N",,"Q",,,,
"C00427583","JASPER WYMAN","ROBERT MANCINI","PO BOX  100","(.)","MILBRIDGE","ME","04658",,"N",,"Q","C","JASPER WYMAN & SON PAC",,
"C00427591","C.V. STARR AND CO. INC. POLITICAL ACTION COMMITTEE","Howard I. Smith","399 Park Avenue 17th Floor",,"New York","NY","10022","U","N",,"T","C","C.V. Starr & Co. Inc.",,
"C00427609","CITIZENS FOR BRAD KLIPPERT - U S SENATE","DAVE BORDERS","PO BOX 5215",,"BENTON CITY","WA","99320","P","S","REP","Q",,,"S4WA00482",
"C00427617","BLUE AMERICA PAC","Klein, Howard","PO Box 27201",,"Los Angeles","CA","90027",,"N",,"Q",,"NONE",,
"C00427625","STRONGPARTY.ORG POLITICAL ACTION","SCOTT WACHOLTZ","PO BOX 010230",".","MIAMI","FL","33101",,"N",,"Q",,"NONE",,
"C00427633","HAAPA PAC","MELISSA SEVERE","1452 FLATBUSH AVE 3RD FL",,"BROOKLYN","NY","11210",,"N",,"A","T","HABNET",,
"C00427641","BUCKEYE- LONGHORN VICTORY COMMITTEE","CHRISTOPHER J WARD","PO BOX 40177",,"WASHINGTON","DC","20016","J","H",,"T",,,"H6TX17069",
"C00427658","2008 WORKING FAMILIES PARTY OF AMERICA NATIONAL COMMITTEE 2008 WFP PRESIDENTIAL CONV CMTE","J J WHEELING","FRANKLIN STREET","PO BOX 2652","FORT BRAGG","CA","95437",,"X","OTH","T",,"WORKING FAMILIES PARTY OF AMERICA NAT'",,
"C00427666","BLYTH AMERICA","JOHN D BLYTH","6110 S UNIVERSITY AVE APT 2F",,"CHICAGO","IL","60637","P","P",,"Q",,,"P80003114",
"C00427682","SCOTT BRADLEY FOR SENATE","HANS VERLAN ANDERSEN JR","1724 S 165 W",,"OREM","UT","84058","P","S","CON","A",,,"S6UT00188",
"C00427690","JOY PADGETT FOR CONGRESS","NATALIE K BAUR","871 WALNUT STREET",,"COSHOCTON","OH","43812","P","H","REP","T",,,"H6OH18231",
"C00427708","EDDIE ZAMORA FOR CONGRESS","Kaltenbach, David","5111 North 10th Street","#191","McAllen","TX","78504","P","H","REP","Q",,,"H6TX15113",
